map_id,anchor_id,bbox,network_type,status,attempts,last_error,last_attempt_at,raw_graphml_path,raw_geojson_path,cache_hit,notes
OSM_helsinki_disrupted_offset_w_1000m_1500m_1131,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.952896, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-20T10:21:26.782453+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_1500m_1131.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_1500m_1261,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.952896, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:06:36.738766+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_1500m_1379,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.952896, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:16:26.455121+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_1500m_1493,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.952896, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:26:16.272193+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_1500m_1619,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.952896, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:36:00.482029+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_1500m_1749,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.952896, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:45:50.304984+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_1500m_1860,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.952896, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:55:35.409748+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_1500m_1969,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.952896, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T09:05:25.033125+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_200m_0005,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-16T19:14:59.992259+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_200m_0005.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_200m_0115,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-17T15:29:26.184669+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_200m_0115.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_200m_0225,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,0,"osm_download: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))",,batch_0400/raw_osm/OSM_helsinki_disrupted_offset_w_1000m_200m_0225.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_200m_0332,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-17T15:58:20.321360+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_200m_0332.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_200m_0456,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-17T16:14:12.001249+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_200m_0456.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_200m_0576,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-17T16:28:15.622375+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_200m_0576.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_200m_0691,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-17T16:42:10.383532+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_200m_0691.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_200m_0808,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-20T09:30:53.503852+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_200m_0808.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_200m_0922,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-20T09:57:40.615298+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_200m_0922.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_200m_1045,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-20T10:10:34.218344+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_200m_1045.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_200m_1161,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-20T10:25:01.452553+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_200m_1161.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_200m_1285,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:09:06.859121+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_200m_1405,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:18:51.552957+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_200m_1518,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:28:41.066181+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_200m_1658,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:38:30.590189+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_200m_1778,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:48:16.083864+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_200m_1888,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:58:05.508137+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_200m_1998,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.976386, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T09:07:49.761588+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_500m_0031,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-16T19:18:48.519012+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_500m_0031.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_500m_0142,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-17T15:34:39.112307+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_500m_0142.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_500m_0253,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,0,"osm_download: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))",,batch_0400/raw_osm/OSM_helsinki_disrupted_offset_w_1000m_500m_0253.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_500m_0358,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-17T16:03:28.861737+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_500m_0358.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_500m_0486,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-17T16:18:52.090245+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_500m_0486.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_500m_0603,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-17T16:31:31.699437+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_500m_0603.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_500m_0715,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-17T16:44:44.752603+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_500m_0715.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_500m_0838,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-20T09:33:46.036940+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_500m_0838.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_500m_0954,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-20T10:01:12.542024+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_500m_0954.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_500m_1072,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-20T10:15:05.553734+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_500m_1072.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_500m_1198,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,DOWNLOADED,1,,2026-06-20T10:27:55.977482+00:00,osm_cache/OSM_helsinki_disrupted_offset_w_1000m_500m_1198.graphml,,true,cache_hit
OSM_helsinki_disrupted_offset_w_1000m_500m_1308,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:11:31.373908+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_500m_1436,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:21:21.661015+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_500m_1543,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:31:05.741757+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_500m_1689,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:40:55.046872+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_500m_1801,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:50:46.180580+00:00,,,false,UNKNOWN
OSM_helsinki_disrupted_offset_w_1000m_500m_1909,helsinki_disrupted,"{""center_lat"": 60.188, ""center_lon"": 24.970965, ""height_m"": 1000, ""width_m"": 1000}",all,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T09:00:30.224211+00:00,,,false,UNKNOWN
OSM_helsinki_downtown_exact_1000m_0m_0006,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,0,,,batch_0100/raw_osm/OSM_helsinki_downtown_exact_1000m_0m_0006.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1000m_0m_0117,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,0,,,batch_0200/raw_osm/OSM_helsinki_downtown_exact_1000m_0m_0117.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1000m_0m_0229,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,0,,,batch_0400/raw_osm/OSM_helsinki_downtown_exact_1000m_0m_0229.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1000m_0m_0336,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,0,,,batch_0400/raw_osm/OSM_helsinki_downtown_exact_1000m_0m_0336.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1000m_0m_0457,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,0,,,batch_0600/raw_osm/OSM_helsinki_downtown_exact_1000m_0m_0457.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1000m_0m_0579,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,0,,,batch_0600/raw_osm/OSM_helsinki_downtown_exact_1000m_0m_0579.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1000m_0m_0697,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,0,,,batch_0800/raw_osm/OSM_helsinki_downtown_exact_1000m_0m_0697.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1000m_0m_0809,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,1,,2026-06-20T09:31:04.071577+00:00,osm_cache/OSM_helsinki_downtown_exact_1000m_0m_0809.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1000m_0m_0926,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,1,,2026-06-20T09:57:51.274601+00:00,osm_cache/OSM_helsinki_downtown_exact_1000m_0m_0926.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1000m_0m_1047,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,1,,2026-06-20T10:10:44.715765+00:00,osm_cache/OSM_helsinki_downtown_exact_1000m_0m_1047.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1000m_0m_1162,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,DOWNLOADED,1,,2026-06-20T10:25:11.990293+00:00,osm_cache/OSM_helsinki_downtown_exact_1000m_0m_1162.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1000m_0m_1286,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:09:16.865963+00:00,,,false,UNKNOWN
OSM_helsinki_downtown_exact_1000m_0m_1406,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:19:01.559715+00:00,,,false,UNKNOWN
OSM_helsinki_downtown_exact_1000m_0m_1519,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:28:51.073253+00:00,,,false,UNKNOWN
OSM_helsinki_downtown_exact_1000m_0m_1662,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:38:34.944489+00:00,,,false,UNKNOWN
OSM_helsinki_downtown_exact_1000m_0m_1783,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:48:26.094143+00:00,,,false,UNKNOWN
OSM_helsinki_downtown_exact_1000m_0m_1889,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:58:15.512895+00:00,,,false,UNKNOWN
OSM_helsinki_downtown_exact_1000m_0m_1999,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1000, ""width_m"": 1000}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T09:07:59.767992+00:00,,,false,UNKNOWN
OSM_helsinki_downtown_exact_1500m_0m_0090,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,DOWNLOADED,1,,2026-06-16T19:38:23.019058+00:00,osm_cache/OSM_helsinki_downtown_exact_1500m_0m_0090.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1500m_0m_0197,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,DOWNLOADED,0,"osm_download: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))",,batch_0200/raw_osm/OSM_helsinki_downtown_exact_1500m_0m_0197.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1500m_0m_0311,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,DOWNLOADED,1,,2026-06-17T15:55:10.605129+00:00,osm_cache/OSM_helsinki_downtown_exact_1500m_0m_0311.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1500m_0m_0430,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,DOWNLOADED,1,,2026-06-17T16:10:24.775147+00:00,osm_cache/OSM_helsinki_downtown_exact_1500m_0m_0430.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1500m_0m_0550,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,DOWNLOADED,1,,2026-06-17T16:25:39.213577+00:00,osm_cache/OSM_helsinki_downtown_exact_1500m_0m_0550.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1500m_0m_0667,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,DOWNLOADED,1,,2026-06-17T16:39:06.394435+00:00,osm_cache/OSM_helsinki_downtown_exact_1500m_0m_0667.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1500m_0m_0779,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,DOWNLOADED,1,,2026-06-17T16:51:44.249759+00:00,osm_cache/OSM_helsinki_downtown_exact_1500m_0m_0779.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1500m_0m_0899,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,DOWNLOADED,1,,2026-06-20T09:53:26.685412+00:00,osm_cache/OSM_helsinki_downtown_exact_1500m_0m_0899.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1500m_0m_1018,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,DOWNLOADED,1,,2026-06-20T10:07:53.350505+00:00,osm_cache/OSM_helsinki_downtown_exact_1500m_0m_1018.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1500m_0m_1135,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,DOWNLOADED,1,,2026-06-20T10:21:37.625926+00:00,osm_cache/OSM_helsinki_downtown_exact_1500m_0m_1135.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_1500m_0m_1263,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:06:46.748913+00:00,,,false,UNKNOWN
OSM_helsinki_downtown_exact_1500m_0m_1381,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:16:36.461062+00:00,,,false,UNKNOWN
OSM_helsinki_downtown_exact_1500m_0m_1494,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:26:20.956868+00:00,,,false,UNKNOWN
OSM_helsinki_downtown_exact_1500m_0m_1621,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:36:10.488762+00:00,,,false,UNKNOWN
OSM_helsinki_downtown_exact_1500m_0m_1750,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:46:00.310999+00:00,,,false,UNKNOWN
OSM_helsinki_downtown_exact_1500m_0m_1861,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T08:55:45.417354+00:00,,,false,UNKNOWN
OSM_helsinki_downtown_exact_1500m_0m_1972,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 1500, ""width_m"": 1500}",drive,FAILED_PERMANENT,1,No module named 'osmnx',2026-06-22T09:05:35.039955+00:00,,,false,UNKNOWN
OSM_helsinki_downtown_exact_2500m_0m_0060,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 2500, ""width_m"": 2500}",drive,DOWNLOADED,1,,2026-06-16T19:28:39.709255+00:00,osm_cache/OSM_helsinki_downtown_exact_2500m_0m_0060.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_2500m_0m_0169,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 2500, ""width_m"": 2500}",drive,DOWNLOADED,0,"osm_download: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))",,batch_0200/raw_osm/OSM_helsinki_downtown_exact_2500m_0m_0169.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_2500m_0m_0286,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 2500, ""width_m"": 2500}",drive,DOWNLOADED,1,,2026-06-17T15:51:25.904733+00:00,osm_cache/OSM_helsinki_downtown_exact_2500m_0m_0286.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_2500m_0m_0396,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 2500, ""width_m"": 2500}",drive,DOWNLOADED,1,,2026-06-17T16:06:34.724270+00:00,osm_cache/OSM_helsinki_downtown_exact_2500m_0m_0396.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_2500m_0m_0511,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 2500, ""width_m"": 2500}",drive,DOWNLOADED,1,,2026-06-17T16:21:59.930566+00:00,osm_cache/OSM_helsinki_downtown_exact_2500m_0m_0511.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_2500m_0m_0637,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 2500, ""width_m"": 2500}",drive,DOWNLOADED,1,,2026-06-17T16:36:08.116713+00:00,osm_cache/OSM_helsinki_downtown_exact_2500m_0m_0637.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_2500m_0m_0750,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 2500, ""width_m"": 2500}",drive,DOWNLOADED,1,,2026-06-17T16:48:29.876147+00:00,osm_cache/OSM_helsinki_downtown_exact_2500m_0m_0750.graphml,,true,cache_hit
OSM_helsinki_downtown_exact_2500m_0m_0878,helsinki_downtown,"{""center_lat"": 60.1715, ""center_lon"": 24.94, ""height_m"": 2500, ""width_m"": 2500}",drive,DOWNLOADED,1,,2026-06-20T09:50:36.505025+00:00,osm_cache/OSM_helsinki_downtown_exact_2500m_0m_0878.graphml,,true,cache_hit
