scenario,family,scenario_base,tp,settings_path,scenario_end_time,world_x,world_y,map_file,map_dataset,router,simulate_connections,wkt_paths,nrof_host_groups,movement_models,n_hosts,hosts_per_group,speed,wait_time,buffer_size,msg_ttl,transmit_range,transmit_speed,route_files,active_times,wdm_params,events_nrof,events_summary
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP05_CriticalTTL,05_disaster,D5_UAVMule_FastRoute_HelsinkiDisrupted,TP05,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D5_UAVMule_FastRoute_HelsinkiDisrupted__TP05_CriticalTTL.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/A_emergency_route.wkt;data/HelsinkiDisrupted/roads.wkt,2,G1:ShortestPathMapBasedMovement|G2:MapRouteMovement,62,"60,2","0.8, 1.8|12.0, 18.0","10, 120|0, 10",50M|200M,5,,,data/HelsinkiDisrupted/A_emergency_route.wkt,,,1,"E1:hosts=0, 62|interval=60, 120|size=10k, 100k|class=MessageEventGenerator"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP06_OneToMany,05_disaster,D5_UAVMule_FastRoute_HelsinkiDisrupted,TP06,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D5_UAVMule_FastRoute_HelsinkiDisrupted__TP06_OneToMany.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/A_emergency_route.wkt;data/HelsinkiDisrupted/roads.wkt,2,G1:ShortestPathMapBasedMovement|G2:MapRouteMovement,62,"60,2","0.8, 1.8|12.0, 18.0","10, 120|0, 10",50M|200M,7200,,,data/HelsinkiDisrupted/A_emergency_route.wkt,,,1,"E1:hosts=0, 1|tohosts=1, 62|interval=30, 60|size=10k, 100k|class=MessageEventGenerator"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP07_BurstWindow,05_disaster,D5_UAVMule_FastRoute_HelsinkiDisrupted,TP07,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D5_UAVMule_FastRoute_HelsinkiDisrupted__TP07_BurstWindow.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/A_emergency_route.wkt;data/HelsinkiDisrupted/roads.wkt,2,G1:ShortestPathMapBasedMovement|G2:MapRouteMovement,62,"60,2","0.8, 1.8|12.0, 18.0","10, 120|0, 10",50M|200M,7200,,,data/HelsinkiDisrupted/A_emergency_route.wkt,,,1,"E1:hosts=0, 62|interval=5, 15|size=50k, 150k|time=8640, 12096|class=MessageEventGenerator"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP08_HubTarget,05_disaster,D5_UAVMule_FastRoute_HelsinkiDisrupted,TP08,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D5_UAVMule_FastRoute_HelsinkiDisrupted__TP08_HubTarget.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/A_emergency_route.wkt;data/HelsinkiDisrupted/roads.wkt,2,G1:ShortestPathMapBasedMovement|G2:MapRouteMovement,62,"60,2","0.8, 1.8|12.0, 18.0","10, 120|0, 10",50M|200M,7200,,,data/HelsinkiDisrupted/A_emergency_route.wkt,,,1,"E1:hosts=7, 62|tohosts=0, 7|interval=30, 60|size=50k, 150k|class=MessageEventGenerator"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP09_Bimodal,05_disaster,D5_UAVMule_FastRoute_HelsinkiDisrupted,TP09,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D5_UAVMule_FastRoute_HelsinkiDisrupted__TP09_Bimodal.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/A_emergency_route.wkt;data/HelsinkiDisrupted/roads.wkt,2,G1:ShortestPathMapBasedMovement|G2:MapRouteMovement,62,"60,2","0.8, 1.8|12.0, 18.0","10, 120|0, 10",50M|200M,7200,,,data/HelsinkiDisrupted/A_emergency_route.wkt,,,2,"E1:hosts=0, 62|interval=60, 120|size=10k, 50k|class=MessageEventGenerator;E2:hosts=0, 62|interval=300, 600|size=1M, 5M|class=MessageEventGenerator"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP10_Storm,05_disaster,D5_UAVMule_FastRoute_HelsinkiDisrupted,TP10,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D5_UAVMule_FastRoute_HelsinkiDisrupted__TP10_Storm.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/A_emergency_route.wkt;data/HelsinkiDisrupted/roads.wkt,2,G1:ShortestPathMapBasedMovement|G2:MapRouteMovement,62,"60,2","0.8, 1.8|12.0, 18.0","10, 120|0, 10",50M|200M,60,,,data/HelsinkiDisrupted/A_emergency_route.wkt,,,1,"E1:hosts=0, 62|interval=5, 10|size=100k, 500k|class=MessageEventGenerator"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP11_ManyToOne,05_disaster,D5_UAVMule_FastRoute_HelsinkiDisrupted,TP11,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D5_UAVMule_FastRoute_HelsinkiDisrupted__TP11_ManyToOne.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/A_emergency_route.wkt;data/HelsinkiDisrupted/roads.wkt,2,G1:ShortestPathMapBasedMovement|G2:MapRouteMovement,62,"60,2","0.8, 1.8|12.0, 18.0","10, 120|0, 10",50M|200M,7200,,,data/HelsinkiDisrupted/A_emergency_route.wkt,,,1,"E1:hosts=1, 62|tohosts=0, 1|interval=30, 60|size=10k, 100k|class=MessageEventGenerator"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP12_GroupToGroup,05_disaster,D5_UAVMule_FastRoute_HelsinkiDisrupted,TP12,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D5_UAVMule_FastRoute_HelsinkiDisrupted__TP12_GroupToGroup.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/A_emergency_route.wkt;data/HelsinkiDisrupted/roads.wkt,2,G1:ShortestPathMapBasedMovement|G2:MapRouteMovement,62,"60,2","0.8, 1.8|12.0, 18.0","10, 120|0, 10",50M|200M,7200,,,data/HelsinkiDisrupted/A_emergency_route.wkt,,,1,"E1:hosts=0, 60|tohosts=60, 62|interval=60, 120|size=50k, 150k|class=MessageEventGenerator"
D6_ShortTtlCritical_5to10min__TP01_Baseline,05_disaster,D6_ShortTtlCritical_5to10min,TP01,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D6_ShortTtlCritical_5to10min__TP01_Baseline.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,54,54,"1.0, 3.0","15, 150",45M,7200,,,,,,1,"E1:hosts=0, 54|interval=60, 120|size=50k, 150k|class=MessageEventGenerator"
D6_ShortTtlCritical_5to10min__TP02_LowLoad,05_disaster,D6_ShortTtlCritical_5to10min,TP02,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D6_ShortTtlCritical_5to10min__TP02_LowLoad.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,54,54,"1.0, 3.0","15, 150",45M,21600,,,,,,1,"E1:hosts=0, 54|interval=300, 600|size=10k, 100k|class=MessageEventGenerator"
D6_ShortTtlCritical_5to10min__TP03_ManySmall,05_disaster,D6_ShortTtlCritical_5to10min,TP03,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D6_ShortTtlCritical_5to10min__TP03_ManySmall.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,54,54,"1.0, 3.0","15, 150",45M,7200,,,,,,1,"E1:hosts=0, 54|interval=10, 30|size=1k, 10k|class=MessageEventGenerator"
D6_ShortTtlCritical_5to10min__TP04_FewLarge,05_disaster,D6_ShortTtlCritical_5to10min,TP04,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D6_ShortTtlCritical_5to10min__TP04_FewLarge.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,54,54,"1.0, 3.0","15, 150",45M,14400,,,,,,1,"E1:hosts=0, 54|interval=180, 300|size=500k, 2M|class=MessageEventGenerator"
D6_ShortTtlCritical_5to10min__TP05_CriticalTTL,05_disaster,D6_ShortTtlCritical_5to10min,TP05,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D6_ShortTtlCritical_5to10min__TP05_CriticalTTL.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,54,54,"1.0, 3.0","15, 150",45M,5,,,,,,1,"E1:hosts=0, 54|interval=60, 120|size=10k, 100k|class=MessageEventGenerator"
D6_ShortTtlCritical_5to10min__TP06_OneToMany,05_disaster,D6_ShortTtlCritical_5to10min,TP06,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D6_ShortTtlCritical_5to10min__TP06_OneToMany.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,54,54,"1.0, 3.0","15, 150",45M,7200,,,,,,1,"E1:hosts=0, 1|tohosts=1, 54|interval=30, 60|size=10k, 100k|class=MessageEventGenerator"
D6_ShortTtlCritical_5to10min__TP07_BurstWindow,05_disaster,D6_ShortTtlCritical_5to10min,TP07,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D6_ShortTtlCritical_5to10min__TP07_BurstWindow.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,54,54,"1.0, 3.0","15, 150",45M,7200,,,,,,1,"E1:hosts=0, 54|interval=5, 15|size=50k, 150k|time=2880, 4032|class=MessageEventGenerator"
D6_ShortTtlCritical_5to10min__TP08_HubTarget,05_disaster,D6_ShortTtlCritical_5to10min,TP08,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D6_ShortTtlCritical_5to10min__TP08_HubTarget.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,54,54,"1.0, 3.0","15, 150",45M,7200,,,,,,1,"E1:hosts=6, 54|tohosts=0, 6|interval=30, 60|size=50k, 150k|class=MessageEventGenerator"
D6_ShortTtlCritical_5to10min__TP09_Bimodal,05_disaster,D6_ShortTtlCritical_5to10min,TP09,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D6_ShortTtlCritical_5to10min__TP09_Bimodal.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,54,54,"1.0, 3.0","15, 150",45M,7200,,,,,,2,"E1:hosts=0, 54|interval=60, 120|size=10k, 50k|class=MessageEventGenerator;E2:hosts=0, 54|interval=300, 600|size=1M, 5M|class=MessageEventGenerator"
D6_ShortTtlCritical_5to10min__TP10_Storm,05_disaster,D6_ShortTtlCritical_5to10min,TP10,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D6_ShortTtlCritical_5to10min__TP10_Storm.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,54,54,"1.0, 3.0","15, 150",45M,60,,,,,,1,"E1:hosts=0, 54|interval=5, 10|size=100k, 500k|class=MessageEventGenerator"
D6_ShortTtlCritical_5to10min__TP11_ManyToOne,05_disaster,D6_ShortTtlCritical_5to10min,TP11,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D6_ShortTtlCritical_5to10min__TP11_ManyToOne.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,54,54,"1.0, 3.0","15, 150",45M,7200,,,,,,1,"E1:hosts=1, 54|tohosts=0, 1|interval=30, 60|size=10k, 100k|class=MessageEventGenerator"
D6_ShortTtlCritical_5to10min__TP12_GroupToGroup,05_disaster,D6_ShortTtlCritical_5to10min,TP12,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D6_ShortTtlCritical_5to10min__TP12_GroupToGroup.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,54,54,"1.0, 3.0","15, 150",45M,7200,,,,,,1,"E1:hosts=0, 27|tohosts=27, 54|interval=60, 120|size=50k, 150k|class=MessageEventGenerator"
D7_HighLoad_TrafficStorm__TP01_Baseline,05_disaster,D7_HighLoad_TrafficStorm,TP01,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D7_HighLoad_TrafficStorm__TP01_Baseline.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,70,70,"1.0, 3.0","0, 120",16M,7200,,,,,,1,"E1:hosts=0, 70|interval=60, 120|size=50k, 150k|class=MessageEventGenerator"
D7_HighLoad_TrafficStorm__TP02_LowLoad,05_disaster,D7_HighLoad_TrafficStorm,TP02,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D7_HighLoad_TrafficStorm__TP02_LowLoad.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,70,70,"1.0, 3.0","0, 120",16M,21600,,,,,,1,"E1:hosts=0, 70|interval=300, 600|size=10k, 100k|class=MessageEventGenerator"
D7_HighLoad_TrafficStorm__TP03_ManySmall,05_disaster,D7_HighLoad_TrafficStorm,TP03,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D7_HighLoad_TrafficStorm__TP03_ManySmall.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,70,70,"1.0, 3.0","0, 120",16M,7200,,,,,,1,"E1:hosts=0, 70|interval=10, 30|size=1k, 10k|class=MessageEventGenerator"
D7_HighLoad_TrafficStorm__TP04_FewLarge,05_disaster,D7_HighLoad_TrafficStorm,TP04,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D7_HighLoad_TrafficStorm__TP04_FewLarge.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,70,70,"1.0, 3.0","0, 120",16M,14400,,,,,,1,"E1:hosts=0, 70|interval=180, 300|size=500k, 2M|class=MessageEventGenerator"
D7_HighLoad_TrafficStorm__TP05_CriticalTTL,05_disaster,D7_HighLoad_TrafficStorm,TP05,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D7_HighLoad_TrafficStorm__TP05_CriticalTTL.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,70,70,"1.0, 3.0","0, 120",16M,5,,,,,,1,"E1:hosts=0, 70|interval=60, 120|size=10k, 100k|class=MessageEventGenerator"
D7_HighLoad_TrafficStorm__TP06_OneToMany,05_disaster,D7_HighLoad_TrafficStorm,TP06,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D7_HighLoad_TrafficStorm__TP06_OneToMany.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,70,70,"1.0, 3.0","0, 120",16M,7200,,,,,,1,"E1:hosts=0, 1|tohosts=1, 70|interval=30, 60|size=10k, 100k|class=MessageEventGenerator"
D7_HighLoad_TrafficStorm__TP07_BurstWindow,05_disaster,D7_HighLoad_TrafficStorm,TP07,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D7_HighLoad_TrafficStorm__TP07_BurstWindow.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,70,70,"1.0, 3.0","0, 120",16M,7200,,,,,,1,"E1:hosts=0, 70|interval=5, 15|size=50k, 150k|time=2880, 4032|class=MessageEventGenerator"
D7_HighLoad_TrafficStorm__TP08_HubTarget,05_disaster,D7_HighLoad_TrafficStorm,TP08,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D7_HighLoad_TrafficStorm__TP08_HubTarget.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,70,70,"1.0, 3.0","0, 120",16M,7200,,,,,,1,"E1:hosts=8, 70|tohosts=0, 8|interval=30, 60|size=50k, 150k|class=MessageEventGenerator"
D7_HighLoad_TrafficStorm__TP09_Bimodal,05_disaster,D7_HighLoad_TrafficStorm,TP09,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D7_HighLoad_TrafficStorm__TP09_Bimodal.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,70,70,"1.0, 3.0","0, 120",16M,7200,,,,,,2,"E1:hosts=0, 70|interval=60, 120|size=10k, 50k|class=MessageEventGenerator;E2:hosts=0, 70|interval=300, 600|size=1M, 5M|class=MessageEventGenerator"
D7_HighLoad_TrafficStorm__TP10_Storm,05_disaster,D7_HighLoad_TrafficStorm,TP10,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D7_HighLoad_TrafficStorm__TP10_Storm.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,70,70,"1.0, 3.0","0, 120",16M,60,,,,,,1,"E1:hosts=0, 70|interval=5, 10|size=100k, 500k|class=MessageEventGenerator"
D7_HighLoad_TrafficStorm__TP11_ManyToOne,05_disaster,D7_HighLoad_TrafficStorm,TP11,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D7_HighLoad_TrafficStorm__TP11_ManyToOne.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,70,70,"1.0, 3.0","0, 120",16M,7200,,,,,,1,"E1:hosts=1, 70|tohosts=0, 1|interval=30, 60|size=10k, 100k|class=MessageEventGenerator"
D7_HighLoad_TrafficStorm__TP12_GroupToGroup,05_disaster,D7_HighLoad_TrafficStorm,TP12,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D7_HighLoad_TrafficStorm__TP12_GroupToGroup.settings,14400,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,70,70,"1.0, 3.0","0, 120",16M,7200,,,,,,1,"E1:hosts=0, 35|tohosts=35, 70|interval=60, 120|size=50k, 150k|class=MessageEventGenerator"
D8_InfrastructureReturns_BackboneLinks__TP01_Baseline,05_disaster,D8_InfrastructureReturns_BackboneLinks,TP01,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D8_InfrastructureReturns_BackboneLinks__TP01_Baseline.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,2,G1:ClusterMovement|G2:ClusterMovement,80,"40,40","0.4, 1.2","30, 240",50M,7200,,,,,,1,"E1:hosts=0, 80|interval=60, 120|size=50k, 150k|class=MessageEventGenerator"
D8_InfrastructureReturns_BackboneLinks__TP02_LowLoad,05_disaster,D8_InfrastructureReturns_BackboneLinks,TP02,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D8_InfrastructureReturns_BackboneLinks__TP02_LowLoad.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,2,G1:ClusterMovement|G2:ClusterMovement,80,"40,40","0.4, 1.2","30, 240",50M,21600,,,,,,1,"E1:hosts=0, 80|interval=300, 600|size=10k, 100k|class=MessageEventGenerator"
D8_InfrastructureReturns_BackboneLinks__TP03_ManySmall,05_disaster,D8_InfrastructureReturns_BackboneLinks,TP03,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D8_InfrastructureReturns_BackboneLinks__TP03_ManySmall.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,2,G1:ClusterMovement|G2:ClusterMovement,80,"40,40","0.4, 1.2","30, 240",50M,7200,,,,,,1,"E1:hosts=0, 80|interval=10, 30|size=1k, 10k|class=MessageEventGenerator"
D8_InfrastructureReturns_BackboneLinks__TP04_FewLarge,05_disaster,D8_InfrastructureReturns_BackboneLinks,TP04,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D8_InfrastructureReturns_BackboneLinks__TP04_FewLarge.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,2,G1:ClusterMovement|G2:ClusterMovement,80,"40,40","0.4, 1.2","30, 240",50M,14400,,,,,,1,"E1:hosts=0, 80|interval=180, 300|size=500k, 2M|class=MessageEventGenerator"
D8_InfrastructureReturns_BackboneLinks__TP05_CriticalTTL,05_disaster,D8_InfrastructureReturns_BackboneLinks,TP05,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D8_InfrastructureReturns_BackboneLinks__TP05_CriticalTTL.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,2,G1:ClusterMovement|G2:ClusterMovement,80,"40,40","0.4, 1.2","30, 240",50M,5,,,,,,1,"E1:hosts=0, 80|interval=60, 120|size=10k, 100k|class=MessageEventGenerator"
D8_InfrastructureReturns_BackboneLinks__TP06_OneToMany,05_disaster,D8_InfrastructureReturns_BackboneLinks,TP06,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D8_InfrastructureReturns_BackboneLinks__TP06_OneToMany.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,2,G1:ClusterMovement|G2:ClusterMovement,80,"40,40","0.4, 1.2","30, 240",50M,7200,,,,,,1,"E1:hosts=0, 1|tohosts=1, 80|interval=30, 60|size=10k, 100k|class=MessageEventGenerator"
D8_InfrastructureReturns_BackboneLinks__TP07_BurstWindow,05_disaster,D8_InfrastructureReturns_BackboneLinks,TP07,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D8_InfrastructureReturns_BackboneLinks__TP07_BurstWindow.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,2,G1:ClusterMovement|G2:ClusterMovement,80,"40,40","0.4, 1.2","30, 240",50M,7200,,,,,,1,"E1:hosts=0, 80|interval=5, 15|size=50k, 150k|time=8640, 12096|class=MessageEventGenerator"
D8_InfrastructureReturns_BackboneLinks__TP08_HubTarget,05_disaster,D8_InfrastructureReturns_BackboneLinks,TP08,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D8_InfrastructureReturns_BackboneLinks__TP08_HubTarget.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,2,G1:ClusterMovement|G2:ClusterMovement,80,"40,40","0.4, 1.2","30, 240",50M,7200,,,,,,1,"E1:hosts=10, 80|tohosts=0, 10|interval=30, 60|size=50k, 150k|class=MessageEventGenerator"
D8_InfrastructureReturns_BackboneLinks__TP09_Bimodal,05_disaster,D8_InfrastructureReturns_BackboneLinks,TP09,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D8_InfrastructureReturns_BackboneLinks__TP09_Bimodal.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,2,G1:ClusterMovement|G2:ClusterMovement,80,"40,40","0.4, 1.2","30, 240",50M,7200,,,,,,2,"E1:hosts=0, 80|interval=60, 120|size=10k, 50k|class=MessageEventGenerator;E2:hosts=0, 80|interval=300, 600|size=1M, 5M|class=MessageEventGenerator"
D8_InfrastructureReturns_BackboneLinks__TP10_Storm,05_disaster,D8_InfrastructureReturns_BackboneLinks,TP10,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D8_InfrastructureReturns_BackboneLinks__TP10_Storm.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,2,G1:ClusterMovement|G2:ClusterMovement,80,"40,40","0.4, 1.2","30, 240",50M,60,,,,,,1,"E1:hosts=0, 80|interval=5, 10|size=100k, 500k|class=MessageEventGenerator"
D8_InfrastructureReturns_BackboneLinks__TP11_ManyToOne,05_disaster,D8_InfrastructureReturns_BackboneLinks,TP11,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D8_InfrastructureReturns_BackboneLinks__TP11_ManyToOne.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,2,G1:ClusterMovement|G2:ClusterMovement,80,"40,40","0.4, 1.2","30, 240",50M,7200,,,,,,1,"E1:hosts=1, 80|tohosts=0, 1|interval=30, 60|size=10k, 100k|class=MessageEventGenerator"
D8_InfrastructureReturns_BackboneLinks__TP12_GroupToGroup,05_disaster,D8_InfrastructureReturns_BackboneLinks,TP12,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D8_InfrastructureReturns_BackboneLinks__TP12_GroupToGroup.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,2,G1:ClusterMovement|G2:ClusterMovement,80,"40,40","0.4, 1.2","30, 240",50M,7200,,,,,,1,"E1:hosts=0, 40|tohosts=40, 80|interval=60, 120|size=50k, 150k|class=MessageEventGenerator"
D9_Critical_1minTTL__TP01_Baseline,05_disaster,D9_Critical_1minTTL,TP01,/home/raul/Documents/the-one/scenarios/corpus_v1/05_disaster/D9_Critical_1minTTL__TP01_Baseline.settings,43200,1711,1874,data/HelsinkiDisrupted/roads.wkt,,EpidemicRouter,true,data/HelsinkiDisrupted/roads.wkt,1,G1:ShortestPathMapBasedMovement,44,44,"0.2, 1.2","90, 400",70M,7200,,,,,,1,"E1:hosts=0, 44|interval=60, 120|size=50k, 150k|class=MessageEventGenerator"
