scenario_name,scenario_base,traffic_profile_id,sim_end_time_s,traffic_gen_start_s,traffic_gen_end_s,traffic_gen_fraction,traffic_gen_note,Group.msgTtl_minutes,msg_ttl_seconds,Report.warmup_s
C6_EmergencyDrill_Evacuation__TP02_LowLoad,C6_EmergencyDrill_Evacuation,TP02,7200,0.0,7200.0,1.0,full_simulation,21600,1296000,0
C6_EmergencyDrill_Evacuation__TP03_ManySmall,C6_EmergencyDrill_Evacuation,TP03,7200,0.0,7200.0,1.0,full_simulation,7200,432000,0
C6_EmergencyDrill_Evacuation__TP04_FewLarge,C6_EmergencyDrill_Evacuation,TP04,7200,0.0,7200.0,1.0,full_simulation,14400,864000,0
C6_EmergencyDrill_Evacuation__TP05_CriticalTTL,C6_EmergencyDrill_Evacuation,TP05,7200,0.0,7200.0,1.0,full_simulation,5,300,0
C6_EmergencyDrill_Evacuation__TP06_OneToMany,C6_EmergencyDrill_Evacuation,TP06,7200,0.0,7200.0,1.0,full_simulation,7200,432000,0
C6_EmergencyDrill_Evacuation__TP07_BurstWindow,C6_EmergencyDrill_Evacuation,TP07,7200,1440,2016,0.08,burst_only,7200,432000,0
C6_EmergencyDrill_Evacuation__TP08_HubTarget,C6_EmergencyDrill_Evacuation,TP08,7200,0.0,7200.0,1.0,full_simulation,7200,432000,0
C6_EmergencyDrill_Evacuation__TP09_Bimodal,C6_EmergencyDrill_Evacuation,TP09,7200,0.0,7200.0,1.0,full_simulation,7200,432000,0
C6_EmergencyDrill_Evacuation__TP10_Storm,C6_EmergencyDrill_Evacuation,TP10,7200,0.0,7200.0,1.0,full_simulation,60,3600,0
C6_EmergencyDrill_Evacuation__TP11_ManyToOne,C6_EmergencyDrill_Evacuation,TP11,7200,0.0,7200.0,1.0,full_simulation,7200,432000,0
C6_EmergencyDrill_Evacuation__TP12_GroupToGroup,C6_EmergencyDrill_Evacuation,TP12,7200,0.0,7200.0,1.0,full_simulation,7200,432000,0
V1_TaxiLow_HelsinkiMedium__TP01_Baseline,V1_TaxiLow_HelsinkiMedium,TP01,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V1_TaxiLow_HelsinkiMedium__TP02_LowLoad,V1_TaxiLow_HelsinkiMedium,TP02,43200,0.0,43200.0,1.0,full_simulation,21600,1296000,0
V1_TaxiLow_HelsinkiMedium__TP03_ManySmall,V1_TaxiLow_HelsinkiMedium,TP03,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V1_TaxiLow_HelsinkiMedium__TP04_FewLarge,V1_TaxiLow_HelsinkiMedium,TP04,43200,0.0,43200.0,1.0,full_simulation,14400,864000,0
V1_TaxiLow_HelsinkiMedium__TP05_CriticalTTL,V1_TaxiLow_HelsinkiMedium,TP05,43200,0.0,43200.0,1.0,full_simulation,5,300,0
V1_TaxiLow_HelsinkiMedium__TP06_OneToMany,V1_TaxiLow_HelsinkiMedium,TP06,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V1_TaxiLow_HelsinkiMedium__TP07_BurstWindow,V1_TaxiLow_HelsinkiMedium,TP07,43200,8640,12096,0.08,burst_only,7200,432000,0
V1_TaxiLow_HelsinkiMedium__TP08_HubTarget,V1_TaxiLow_HelsinkiMedium,TP08,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V1_TaxiLow_HelsinkiMedium__TP09_Bimodal,V1_TaxiLow_HelsinkiMedium,TP09,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V1_TaxiLow_HelsinkiMedium__TP10_Storm,V1_TaxiLow_HelsinkiMedium,TP10,43200,0.0,43200.0,1.0,full_simulation,60,3600,0
V1_TaxiLow_HelsinkiMedium__TP11_ManyToOne,V1_TaxiLow_HelsinkiMedium,TP11,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
V1_TaxiLow_HelsinkiMedium__TP12_GroupToGroup,V1_TaxiLow_HelsinkiMedium,TP12,43200,0.0,43200.0,1.0,full_simulation,7200,432000,0
