map_id,archetype,source_type,anchor_id,validation_status,distance_to_nearest_selected,is_selected
OSM_helsinki_disrupted_offset_w_1000m_1000m_0510,industrial_disrupted,osm,helsinki_disrupted,PASS,0.06260489464976568,False
OSM_helsinki_disrupted_offset_w_1000m_1000m_0634,industrial_disrupted,osm,helsinki_disrupted,PASS,0.16322982047200008,False
OSM_helsinki_disrupted_offset_w_1000m_1000m_0748,industrial_disrupted,osm,helsinki_disrupted,PASS,0.11974323604874706,False
OSM_helsinki_disrupted_offset_w_1000m_1000m_0876,industrial_disrupted,osm,helsinki_disrupted,PASS,5.960464477539063e-08,True
OSM_helsinki_disrupted_offset_w_1000m_1000m_0985,industrial_disrupted,osm,helsinki_disrupted,PASS,0.08579182767806537,False
OSM_helsinki_disrupted_offset_w_1000m_1000m_1097,industrial_disrupted,osm,helsinki_disrupted,PASS,0.05851677035115885,False
OSM_helsinki_disrupted_offset_w_1000m_1500m_0089,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8705686571948005,False
OSM_helsinki_disrupted_offset_w_1000m_1500m_0196,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8693994205341518,False
OSM_helsinki_disrupted_offset_w_1000m_1500m_0310,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8608524670510816,False
OSM_helsinki_disrupted_offset_w_1000m_1500m_0427,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8613205483779375,False
OSM_helsinki_disrupted_offset_w_1000m_1500m_0542,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8633349335886652,False
OSM_helsinki_disrupted_offset_w_1000m_1500m_0665,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8613283742039273,False
OSM_helsinki_disrupted_offset_w_1000m_1500m_0777,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8619270868733064,False
OSM_helsinki_disrupted_offset_w_1000m_1500m_0898,industrial_disrupted,osm,helsinki_disrupted,PASS,0.861607547477418,False
OSM_helsinki_disrupted_offset_w_1000m_1500m_1017,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8634583795008262,False
OSM_helsinki_disrupted_offset_w_1000m_1500m_1131,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8707866016433817,False
OSM_helsinki_disrupted_offset_w_1000m_200m_0005,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8206044870910373,False
OSM_helsinki_disrupted_offset_w_1000m_200m_0115,industrial_disrupted,osm,helsinki_disrupted,PASS,0.9779871593761463,False
OSM_helsinki_disrupted_offset_w_1000m_200m_0225,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8088753970599772,False
OSM_helsinki_disrupted_offset_w_1000m_200m_0332,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8238051601991162,False
OSM_helsinki_disrupted_offset_w_1000m_200m_0456,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8220137471045029,False
OSM_helsinki_disrupted_offset_w_1000m_200m_0576,industrial_disrupted,osm,helsinki_disrupted,PASS,0.7904865124609359,False
OSM_helsinki_disrupted_offset_w_1000m_200m_0691,industrial_disrupted,osm,helsinki_disrupted,PASS,2.6320977852019163,False
OSM_helsinki_disrupted_offset_w_1000m_200m_0808,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8002919387490979,False
OSM_helsinki_disrupted_offset_w_1000m_200m_0922,industrial_disrupted,osm,helsinki_disrupted,PASS,0.7984846453966415,False
OSM_helsinki_disrupted_offset_w_1000m_200m_1045,industrial_disrupted,osm,helsinki_disrupted,PASS,0.808976592964119,False
OSM_helsinki_disrupted_offset_w_1000m_200m_1161,industrial_disrupted,osm,helsinki_disrupted,PASS,0.840724834666404,False
OSM_helsinki_disrupted_offset_w_1000m_500m_0031,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8489018928059167,False
OSM_helsinki_disrupted_offset_w_1000m_500m_0142,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8316201039090934,False
OSM_helsinki_disrupted_offset_w_1000m_500m_0253,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8537896568147997,False
OSM_helsinki_disrupted_offset_w_1000m_500m_0358,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8279542910610622,False
OSM_helsinki_disrupted_offset_w_1000m_500m_0486,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8425711017404729,False
OSM_helsinki_disrupted_offset_w_1000m_500m_0603,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8898824371806555,False
OSM_helsinki_disrupted_offset_w_1000m_500m_0715,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8442771317106292,False
OSM_helsinki_disrupted_offset_w_1000m_500m_0838,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8376481483013022,False
OSM_helsinki_disrupted_offset_w_1000m_500m_0954,industrial_disrupted,osm,helsinki_disrupted,PASS,0.9044023110230891,False
OSM_helsinki_disrupted_offset_w_1000m_500m_1072,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8949160603524688,False
OSM_helsinki_disrupted_offset_w_1000m_500m_1198,industrial_disrupted,osm,helsinki_disrupted,PASS,0.8337720509957809,False
OSM_helsinki_downtown_exact_1000m_0m_0006,dense_urban_irregular,osm,helsinki_downtown,PASS,0.7908469148141913,False
OSM_helsinki_downtown_exact_1000m_0m_0117,dense_urban_irregular,osm,helsinki_downtown,PASS,0.8041529619730674,False
OSM_helsinki_downtown_exact_1000m_0m_0229,dense_urban_irregular,osm,helsinki_downtown,PASS,0.7497435163781433,False
OSM_helsinki_downtown_exact_1000m_0m_0336,dense_urban_irregular,osm,helsinki_downtown,PASS,0.7536708201031793,False
OSM_helsinki_downtown_exact_1000m_0m_0457,dense_urban_irregular,osm,helsinki_downtown,PASS,0.8581837357171507,False
OSM_helsinki_downtown_exact_1000m_0m_0579,dense_urban_irregular,osm,helsinki_downtown,PASS,0.761480867859467,False
OSM_helsinki_downtown_exact_1000m_0m_0697,dense_urban_irregular,osm,helsinki_downtown,PASS,0.7440982569858305,False
OSM_helsinki_downtown_exact_1000m_0m_0809,dense_urban_irregular,osm,helsinki_downtown,PASS,0.9869807390584235,False
OSM_helsinki_downtown_exact_1000m_0m_0926,dense_urban_irregular,osm,helsinki_downtown,PASS,0.7762621180055751,False
OSM_helsinki_downtown_exact_1000m_0m_1047,dense_urban_irregular,osm,helsinki_downtown,PASS,0.7412929912414041,False
OSM_helsinki_downtown_exact_1000m_0m_1162,dense_urban_irregular,osm,helsinki_downtown,PASS,0.7893013716481541,False
OSM_helsinki_downtown_exact_1500m_0m_0090,dense_urban_irregular,osm,helsinki_downtown,PASS,1.2548296597560098,False
