scenario,family,scenario_base,tp,map_dataset,movement_models,n_hosts,delivery_ratio,overhead_ratio,drop_ratio,total_encounters,coverage_world_ratio,coverage_accessible_ratio,delivery_std_by_base,problem_flags,priority,recommended_action_hint
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP09_Bimodal,01_urban,U6_OfficeWaitHeavyTail_HelsinkiDowntown,TP09,HelsinkiMedium,G1:BusMovement|G2:WorkingDayMovement,81,0.3146,304.5946,79.43197278911565,1994.0,0.2332,1.0,0.1767511707560557,EXTREME_OVERHEAD|EXTREME_DROPS|MAP_TOO_LARGE,P0,change_map_or_worldSize
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP10_Storm,01_urban,U6_OfficeWaitHeavyTail_HelsinkiDowntown,TP10,HelsinkiMedium,G1:BusMovement|G2:WorkingDayMovement,81,0.0625,56.0649,4.40720311486048,1900.0,0.2328,1.0,0.1767511707560557,MAP_TOO_LARGE,P1,change_map_or_worldSize
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP11_ManyToOne,01_urban,U6_OfficeWaitHeavyTail_HelsinkiDowntown,TP11,HelsinkiMedium,G1:BusMovement|G2:WorkingDayMovement,81,0.5588,35.8819,0.0,1994.0,0.2332,1.0,0.1767511707560557,MAP_TOO_LARGE,P1,change_map_or_worldSize
U6_OfficeWaitHeavyTail_HelsinkiDowntown__TP12_GroupToGroup,01_urban,U6_OfficeWaitHeavyTail_HelsinkiDowntown,TP12,HelsinkiMedium,G1:BusMovement|G2:WorkingDayMovement,81,0.5501,77.5428,0.0,1994.0,0.2332,1.0,0.1767511707560557,MAP_TOO_LARGE,P1,change_map_or_worldSize
U7_HighTimeVariance_HelsinkiDowntown__TP01_Baseline,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP01,HelsinkiMedium,G1:BusMovement|G2:WorkingDayMovement,81,0.3923,77.4249,0.0,3005.0,0.2584,1.0,0.19864897527746747,MAP_TOO_LARGE,P1,change_map_or_worldSize
U7_HighTimeVariance_HelsinkiDowntown__TP02_LowLoad,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP02,HelsinkiMedium,G1:BusMovement|G2:WorkingDayMovement,81,0.4271,75.6098,0.0,3120.0,0.25920000000000004,1.0,0.19864897527746747,MAP_TOO_LARGE,P1,change_map_or_worldSize
U7_HighTimeVariance_HelsinkiDowntown__TP03_ManySmall,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP03,HelsinkiMedium,G1:BusMovement|G2:WorkingDayMovement,81,0.3837,68.584,0.0,2903.0,0.25079999999999997,1.0,0.19864897527746747,MAP_TOO_LARGE,P1,change_map_or_worldSize
U7_HighTimeVariance_HelsinkiDowntown__TP04_FewLarge,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP04,HelsinkiMedium,G1:BusMovement|G2:WorkingDayMovement,81,0.2961,394.7547,105.36871508379888,3120.0,0.25920000000000004,1.0,0.19864897527746747,EXTREME_OVERHEAD|EXTREME_DROPS|MAP_TOO_LARGE,P0,change_map_or_worldSize
U7_HighTimeVariance_HelsinkiDowntown__TP05_CriticalTTL,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP05,HelsinkiMedium,G1:BusMovement|G2:WorkingDayMovement,81,0.0081,118.75,1.9593495934959348,3005.0,0.2584,1.0,0.19864897527746747,EXTREME_OVERHEAD|MAP_TOO_LARGE,P0,change_map_or_worldSize
U7_HighTimeVariance_HelsinkiDowntown__TP06_OneToMany,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP06,HelsinkiMedium,G1:BusMovement|G2:WorkingDayMovement,81,0.6247,149.5644,49.608247422680414,2961.0,0.2528,1.0,0.19864897527746747,EXTREME_OVERHEAD|MAP_TOO_LARGE,P0,change_map_or_worldSize
U7_HighTimeVariance_HelsinkiDowntown__TP07_BurstWindow,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP07,HelsinkiMedium,G1:BusMovement|G2:WorkingDayMovement,81,0.4536,80.0723,0.0,3076.0,0.2492,1.0,0.19864897527746747,MAP_TOO_LARGE,P1,change_map_or_worldSize
U7_HighTimeVariance_HelsinkiDowntown__TP08_HubTarget,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP08,HelsinkiMedium,G1:BusMovement|G2:WorkingDayMovement,81,0.4052,215.2672,63.60515463917526,2961.0,0.2528,1.0,0.19864897527746747,EXTREME_OVERHEAD|EXTREME_DROPS|MAP_TOO_LARGE,P0,change_map_or_worldSize
U7_HighTimeVariance_HelsinkiDowntown__TP09_Bimodal,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP09,HelsinkiMedium,G1:BusMovement|G2:WorkingDayMovement,81,0.3316,316.2256,89.66666666666667,3171.0,0.2648,1.0,0.19864897527746747,EXTREME_OVERHEAD|EXTREME_DROPS|MAP_TOO_LARGE,P0,change_map_or_worldSize
U7_HighTimeVariance_HelsinkiDowntown__TP10_Storm,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP10,HelsinkiMedium,G1:BusMovement|G2:WorkingDayMovement,81,0.0891,100.7687,9.8595068137573,3187.0,0.2672,1.0,0.19864897527746747,EXTREME_OVERHEAD|MAP_TOO_LARGE,P0,change_map_or_worldSize
U7_HighTimeVariance_HelsinkiDowntown__TP11_ManyToOne,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP11,HelsinkiMedium,G1:BusMovement|G2:WorkingDayMovement,81,0.633,38.4072,0.0,2961.0,0.2528,1.0,0.19864897527746747,MAP_TOO_LARGE,P1,change_map_or_worldSize
U7_HighTimeVariance_HelsinkiDowntown__TP12_GroupToGroup,01_urban,U7_HighTimeVariance_HelsinkiDowntown,TP12,HelsinkiMedium,G1:BusMovement|G2:WorkingDayMovement,81,0.6462,81.8165,2.6993865030674846,3092.0,0.254,1.0,0.19864897527746747,MAP_TOO_LARGE,P1,change_map_or_worldSize
C1_Campus_ClassChange__TP01_Baseline,02_campus,C1_Campus_ClassChange,TP01,KumpulaCampus,G1:ShortestPathMapBasedMovement,60,0.9789,57.3742,0.0,6037.0,0.6244,,0.2685279956907603,SATURATED_DELIVERY,P2,keep
C1_Campus_ClassChange__TP02_LowLoad,02_campus,C1_Campus_ClassChange,TP02,KumpulaCampus,G1:ShortestPathMapBasedMovement,60,0.9684,58.2935,0.0,5982.0,0.6232,,0.2685279956907603,SATURATED_DELIVERY,P2,keep
C1_Campus_ClassChange__TP03_ManySmall,02_campus,C1_Campus_ClassChange,TP03,KumpulaCampus,G1:ShortestPathMapBasedMovement,60,0.9706,57.8131,0.0,6015.0,0.6304,,0.2685279956907603,SATURATED_DELIVERY,P2,keep
C1_Campus_ClassChange__TP04_FewLarge,02_campus,C1_Campus_ClassChange,TP04,KumpulaCampus,G1:ShortestPathMapBasedMovement,60,0.6868,595.064,396.1868131868132,5982.0,0.6232,,0.2685279956907603,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C1_Campus_ClassChange__TP05_CriticalTTL,02_campus,C1_Campus_ClassChange,TP05,KumpulaCampus,G1:ShortestPathMapBasedMovement,60,0.0463,37.1364,2.7094736842105265,6037.0,0.6244,,0.2685279956907603,,,keep
C1_Campus_ClassChange__TP06_OneToMany,02_campus,C1_Campus_ClassChange,TP06,KumpulaCampus,G1:ShortestPathMapBasedMovement,60,0.9608,63.9603,7.6,5982.0,0.6232,,0.2685279956907603,SATURATED_DELIVERY,P2,keep
C1_Campus_ClassChange__TP07_BurstWindow,02_campus,C1_Campus_ClassChange,TP07,KumpulaCampus,G1:ShortestPathMapBasedMovement,60,1.0,58.0,0.0,6062.0,0.6208,,0.2685279956907603,SATURATED_DELIVERY,P2,keep
C1_Campus_ClassChange__TP08_HubTarget,02_campus,C1_Campus_ClassChange,TP08,KumpulaCampus,G1:ShortestPathMapBasedMovement,60,0.8629,439.8507,350.32268041237114,5982.0,0.6232,,0.2685279956907603,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C1_Campus_ClassChange__TP09_Bimodal,02_campus,C1_Campus_ClassChange,TP09,KumpulaCampus,G1:ShortestPathMapBasedMovement,60,0.6924,488.5711,324.1458699472759,6069.0,0.6256,,0.2685279956907603,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C1_Campus_ClassChange__TP10_Storm,02_campus,C1_Campus_ClassChange,TP10,KumpulaCampus,G1:ShortestPathMapBasedMovement,60,0.806,64.3477,51.621990891346776,6076.0,0.63,,0.2685279956907603,EXTREME_DROPS,P0,adjust_traffic
C1_Campus_ClassChange__TP11_ManyToOne,02_campus,C1_Campus_ClassChange,TP11,KumpulaCampus,G1:ShortestPathMapBasedMovement,60,0.9464,88.0664,30.122680412371132,5982.0,0.6232,,0.2685279956907603,,,keep
C1_Campus_ClassChange__TP12_GroupToGroup,02_campus,C1_Campus_ClassChange,TP12,KumpulaCampus,G1:ShortestPathMapBasedMovement,60,0.9632,58.2038,0.0,5983.0,0.6232,,0.2685279956907603,SATURATED_DELIVERY,P2,keep
C2_ExamDay_LongStays__TP01_Baseline,02_campus,C2_ExamDay_LongStays,TP01,KumpulaCampus,G1:ShortestPathMapBasedMovement,48,0.8568,46.4479,0.0,1002.0,0.5584,,0.30487701345515267,,,keep
C2_ExamDay_LongStays__TP02_LowLoad,02_campus,C2_ExamDay_LongStays,TP02,KumpulaCampus,G1:ShortestPathMapBasedMovement,48,0.8737,45.6386,0.0,1002.0,0.5584,,0.30487701345515267,,,keep
C2_ExamDay_LongStays__TP03_ManySmall,02_campus,C2_ExamDay_LongStays,TP03,KumpulaCampus,G1:ShortestPathMapBasedMovement,48,0.8596,46.1935,0.0,1002.0,0.5584,,0.30487701345515267,,,keep
C2_ExamDay_LongStays__TP04_FewLarge,02_campus,C2_ExamDay_LongStays,TP04,KumpulaCampus,G1:ShortestPathMapBasedMovement,48,0.5138,252.957,120.56906077348066,1002.0,0.5584,,0.30487701345515267,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C2_ExamDay_LongStays__TP05_CriticalTTL,02_campus,C2_ExamDay_LongStays,TP05,KumpulaCampus,G1:ShortestPathMapBasedMovement,48,0.0083,40.5,1.3278008298755186,1002.0,0.5584,,0.30487701345515267,,,keep
C2_ExamDay_LongStays__TP06_OneToMany,02_campus,C2_ExamDay_LongStays,TP06,KumpulaCampus,G1:ShortestPathMapBasedMovement,48,0.8845,66.6002,18.871134020618555,1002.0,0.5584,,0.30487701345515267,,,keep
C2_ExamDay_LongStays__TP07_BurstWindow,02_campus,C2_ExamDay_LongStays,TP07,KumpulaCampus,G1:ShortestPathMapBasedMovement,48,1.0,46.0,0.0,1002.0,0.5584,,0.30487701345515267,SATURATED_DELIVERY,P2,keep
C2_ExamDay_LongStays__TP08_HubTarget,02_campus,C2_ExamDay_LongStays,TP08,KumpulaCampus,G1:ShortestPathMapBasedMovement,48,0.6619,248.3629,142.04123711340208,1002.0,0.5584,,0.30487701345515267,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C2_ExamDay_LongStays__TP09_Bimodal,02_campus,C2_ExamDay_LongStays,TP09,KumpulaCampus,G1:ShortestPathMapBasedMovement,48,0.5924,245.5743,129.99827288428324,1002.0,0.5584,,0.30487701345515267,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C2_ExamDay_LongStays__TP10_Storm,02_campus,C2_ExamDay_LongStays,TP10,KumpulaCampus,G1:ShortestPathMapBasedMovement,48,0.2141,43.7559,9.900032456994484,1002.0,0.5584,,0.30487701345515267,,,keep
C2_ExamDay_LongStays__TP11_ManyToOne,02_campus,C2_ExamDay_LongStays,TP11,KumpulaCampus,G1:ShortestPathMapBasedMovement,48,0.866,55.325,8.565979381443299,1002.0,0.5584,,0.30487701345515267,,,keep
C2_ExamDay_LongStays__TP12_GroupToGroup,02_campus,C2_ExamDay_LongStays,TP12,KumpulaCampus,G1:ShortestPathMapBasedMovement,48,0.8773,45.8625,0.0,1002.0,0.5584,,0.30487701345515267,,,keep
C3_Hackathon_24h__TP01_Baseline,02_campus,C3_Hackathon_24h,TP01,KumpulaCampus,G1:ShortestPathMapBasedMovement,40,0.6929,230.8608,141.63278008298755,717.0,0.5844,,0.3039821928347219,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C3_Hackathon_24h__TP02_LowLoad,02_campus,C3_Hackathon_24h,TP02,KumpulaCampus,G1:ShortestPathMapBasedMovement,40,0.8705,37.3214,0.0,717.0,0.5844,,0.3039821928347219,,,keep
C3_Hackathon_24h__TP03_ManySmall,02_campus,C3_Hackathon_24h,TP03,KumpulaCampus,G1:ShortestPathMapBasedMovement,40,0.8496,37.6696,0.0,717.0,0.5844,,0.3039821928347219,,,keep
C3_Hackathon_24h__TP04_FewLarge,02_campus,C3_Hackathon_24h,TP04,KumpulaCampus,G1:ShortestPathMapBasedMovement,40,0.387,162.1898,59.63841807909605,717.0,0.5844,,0.3039821928347219,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C3_Hackathon_24h__TP05_CriticalTTL,02_campus,C3_Hackathon_24h,TP05,KumpulaCampus,G1:ShortestPathMapBasedMovement,40,0.0031,48.3333,1.1473029045643153,717.0,0.5844,,0.3039821928347219,,,keep
C3_Hackathon_24h__TP06_OneToMany,02_campus,C3_Hackathon_24h,TP06,KumpulaCampus,G1:ShortestPathMapBasedMovement,40,0.7993,154.971,107.97529593412249,717.0,0.5844,,0.3039821928347219,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C3_Hackathon_24h__TP07_BurstWindow,02_campus,C3_Hackathon_24h,TP07,KumpulaCampus,G1:ShortestPathMapBasedMovement,40,0.971,344.8464,309.957182320442,717.0,0.5844,,0.3039821928347219,SATURATED_DELIVERY|EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C3_Hackathon_24h__TP08_HubTarget,02_campus,C3_Hackathon_24h,TP08,KumpulaCampus,G1:ShortestPathMapBasedMovement,40,0.5409,197.746,98.63149768399384,717.0,0.5844,,0.3039821928347219,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C3_Hackathon_24h__TP09_Bimodal,02_campus,C3_Hackathon_24h,TP09,KumpulaCampus,G1:ShortestPathMapBasedMovement,40,0.5108,184.6667,84.7286084701815,717.0,0.5844,,0.3039821928347219,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C3_Hackathon_24h__TP10_Storm,02_campus,C3_Hackathon_24h,TP10,KumpulaCampus,G1:ShortestPathMapBasedMovement,40,0.069,37.0353,3.4784125953578964,717.0,0.5848,,0.3039821928347219,,,keep
C3_Hackathon_24h__TP11_ManyToOne,02_campus,C3_Hackathon_24h,TP11,KumpulaCampus,G1:ShortestPathMapBasedMovement,40,0.633,173.4797,94.35769428718476,717.0,0.5844,,0.3039821928347219,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C3_Hackathon_24h__TP12_GroupToGroup,02_campus,C3_Hackathon_24h,TP12,KumpulaCampus,G1:ShortestPathMapBasedMovement,40,0.6534,239.446,139.06748466257667,717.0,0.5844,,0.3039821928347219,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C4_CampusEvent_IngressEgress__TP01_Baseline,02_campus,C4_CampusEvent_IngressEgress,TP01,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.8595,78.8269,0.0,2280.0,0.546,,0.2526039384035207,,,keep
C4_CampusEvent_IngressEgress__TP02_LowLoad,02_campus,C4_CampusEvent_IngressEgress,TP02,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.875,78.2381,0.0,2280.0,0.546,,0.2526039384035207,,,keep
C4_CampusEvent_IngressEgress__TP03_ManySmall,02_campus,C4_CampusEvent_IngressEgress,TP03,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.8505,78.125,0.0,2217.0,0.5412,,0.2526039384035207,,,keep
C4_CampusEvent_IngressEgress__TP04_FewLarge,02_campus,C4_CampusEvent_IngressEgress,TP04,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.8409,189.6757,101.3181818181818,2280.0,0.546,,0.2526039384035207,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C4_CampusEvent_IngressEgress__TP05_CriticalTTL,02_campus,C4_CampusEvent_IngressEgress,TP05,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.0248,85.0,3.074380165289256,2280.0,0.546,,0.2526039384035207,,,keep
C4_CampusEvent_IngressEgress__TP06_OneToMany,02_campus,C4_CampusEvent_IngressEgress,TP06,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.8689,77.4953,0.0,2280.0,0.546,,0.2526039384035207,,,keep
C4_CampusEvent_IngressEgress__TP07_BurstWindow,02_campus,C4_CampusEvent_IngressEgress,TP07,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,1.0,78.0,0.0,2280.0,0.546,,0.2526039384035207,SATURATED_DELIVERY,P2,keep
C4_CampusEvent_IngressEgress__TP08_HubTarget,02_campus,C4_CampusEvent_IngressEgress,TP08,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.8689,77.9198,0.0,2280.0,0.546,,0.2526039384035207,,,keep
C4_CampusEvent_IngressEgress__TP09_Bimodal,02_campus,C4_CampusEvent_IngressEgress,TP09,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.8056,196.1552,99.47916666666669,2280.0,0.546,,0.2526039384035207,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C4_CampusEvent_IngressEgress__TP10_Storm,02_campus,C4_CampusEvent_IngressEgress,TP10,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.6283,127.758,75.06562703053932,2206.0,0.552,,0.2526039384035207,EXTREME_OVERHEAD|EXTREME_DROPS,P0,adjust_traffic
C4_CampusEvent_IngressEgress__TP11_ManyToOne,02_campus,C4_CampusEvent_IngressEgress,TP11,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.9016,74.2409,0.0,2280.0,0.546,,0.2526039384035207,,,keep
C4_CampusEvent_IngressEgress__TP12_GroupToGroup,02_campus,C4_CampusEvent_IngressEgress,TP12,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.85,78.2843,0.0,2280.0,0.546,,0.2526039384035207,,,keep
C5_Library_Quiet__TP01_Baseline,02_campus,C5_Library_Quiet,TP01,KumpulaCampus,G1:ShortestPathMapBasedMovement,42,0.6037,38.5952,0.0,279.0,0.5,,0.26911920460620936,,,keep
C5_Library_Quiet__TP02_LowLoad,02_campus,C5_Library_Quiet,TP02,KumpulaCampus,G1:ShortestPathMapBasedMovement,42,0.6,38.7018,0.0,279.0,0.5,,0.26911920460620936,,,keep
C5_Library_Quiet__TP03_ManySmall,02_campus,C5_Library_Quiet,TP03,KumpulaCampus,G1:ShortestPathMapBasedMovement,42,0.5733,39.8647,0.0,279.0,0.5,,0.26911920460620936,,,keep
C5_Library_Quiet__TP04_FewLarge,02_campus,C5_Library_Quiet,TP04,KumpulaCampus,G1:ShortestPathMapBasedMovement,42,0.4254,89.7922,29.414364640883974,279.0,0.5,,0.26911920460620936,,,keep
C5_Library_Quiet__TP05_CriticalTTL,02_campus,C5_Library_Quiet,TP05,KumpulaCampus,G1:ShortestPathMapBasedMovement,42,0.0021,54.0,1.102669404517454,279.0,0.5,,0.26911920460620936,,,keep
C5_Library_Quiet__TP06_OneToMany,02_campus,C5_Library_Quiet,TP06,KumpulaCampus,G1:ShortestPathMapBasedMovement,42,0.6412,40.0707,0.0061855670103092,279.0,0.5,,0.26911920460620936,,,keep
C5_Library_Quiet__TP07_BurstWindow,02_campus,C5_Library_Quiet,TP07,KumpulaCampus,G1:ShortestPathMapBasedMovement,42,0.9707,39.261,0.0,279.0,0.5,,0.26911920460620936,SATURATED_DELIVERY,P2,keep
C5_Library_Quiet__TP08_HubTarget,02_campus,C5_Library_Quiet,TP08,KumpulaCampus,G1:ShortestPathMapBasedMovement,42,0.5629,52.7344,9.342268041237114,279.0,0.5,,0.26911920460620936,,,keep
C5_Library_Quiet__TP09_Bimodal,02_campus,C5_Library_Quiet,TP09,KumpulaCampus,G1:ShortestPathMapBasedMovement,42,0.4162,75.2241,22.78238341968912,279.0,0.5,,0.26911920460620936,,,keep
C5_Library_Quiet__TP10_Storm,02_campus,C5_Library_Quiet,TP10,KumpulaCampus,G1:ShortestPathMapBasedMovement,42,0.0427,39.0227,2.5671521035598706,279.0,0.5,,0.26911920460620936,,,keep
C5_Library_Quiet__TP11_ManyToOne,02_campus,C5_Library_Quiet,TP11,KumpulaCampus,G1:ShortestPathMapBasedMovement,42,0.7258,31.4901,0.0,279.0,0.5,,0.26911920460620936,,,keep
C5_Library_Quiet__TP12_GroupToGroup,02_campus,C5_Library_Quiet,TP12,KumpulaCampus,G1:ShortestPathMapBasedMovement,42,0.5787,39.4028,0.0,279.0,0.5,,0.26911920460620936,,,keep
C6_EmergencyDrill_Evacuation__TP01_Baseline,02_campus,C6_EmergencyDrill_Evacuation,TP01,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.9383,78.7895,0.0,5813.0,0.5224,,0.19726709320260707,,,keep
C6_EmergencyDrill_Evacuation__TP02_LowLoad,02_campus,C6_EmergencyDrill_Evacuation,TP02,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.9412,76.0,0.0,5870.0,0.516,,0.19726709320260707,,,keep
C6_EmergencyDrill_Evacuation__TP03_ManySmall,02_campus,C6_EmergencyDrill_Evacuation,TP03,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.9432,78.0573,0.0,5871.0,0.5188,,0.19726709320260707,,,keep
C6_EmergencyDrill_Evacuation__TP04_FewLarge,02_campus,C6_EmergencyDrill_Evacuation,TP04,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,1.0,75.4828,0.0,6059.0,0.5164,,0.19726709320260707,SATURATED_DELIVERY,P2,keep
C6_EmergencyDrill_Evacuation__TP05_CriticalTTL,02_campus,C6_EmergencyDrill_Evacuation,TP05,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.284,64.8696,19.03703703703704,5813.0,0.5224,,0.19726709320260707,,,keep
C6_EmergencyDrill_Evacuation__TP06_OneToMany,02_campus,C6_EmergencyDrill_Evacuation,TP06,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.9627,77.2903,0.0,6002.0,0.5072,,0.19726709320260707,SATURATED_DELIVERY,P2,keep
C6_EmergencyDrill_Evacuation__TP07_BurstWindow,02_campus,C6_EmergencyDrill_Evacuation,TP07,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,1.0,78.0152,0.0,5876.0,0.5104,,0.19726709320260707,SATURATED_DELIVERY,P2,keep
C6_EmergencyDrill_Evacuation__TP08_HubTarget,02_campus,C6_EmergencyDrill_Evacuation,TP08,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.9441,78.1974,0.0,6002.0,0.5072,,0.19726709320260707,,,keep
C6_EmergencyDrill_Evacuation__TP09_Bimodal,02_campus,C6_EmergencyDrill_Evacuation,TP09,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.9583,77.1739,0.0,5958.0,0.5176,,0.19726709320260707,SATURATED_DELIVERY,P2,keep
C6_EmergencyDrill_Evacuation__TP10_Storm,02_campus,C6_EmergencyDrill_Evacuation,TP10,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.8244,62.2249,43.19512195121951,6128.0,0.5084000000000001,,0.19726709320260707,,,keep
C6_EmergencyDrill_Evacuation__TP11_ManyToOne,02_campus,C6_EmergencyDrill_Evacuation,TP11,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.9379,78.9139,0.0,6002.0,0.5072,,0.19726709320260707,,,keep
C6_EmergencyDrill_Evacuation__TP12_GroupToGroup,02_campus,C6_EmergencyDrill_Evacuation,TP12,KumpulaCampus,G1:ShortestPathMapBasedMovement,80,0.9875,76.1772,0.0,5784.0,0.5292,,0.19726709320260707,SATURATED_DELIVERY,P2,keep
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP01_Baseline,03_vehicles,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,TP01,Manhattan,G1:MapRouteMovement,5,0.8103,2.5013,0.0391752577319587,343.0,0.1188,1.0,0.2643047340178425,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP02_LowLoad,03_vehicles,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,TP02,Manhattan,G1:MapRouteMovement,5,0.9271,2.7978,0.0,387.0,0.1164,1.0,0.2643047340178425,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP03_ManySmall,03_vehicles,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,TP03,Manhattan,G1:MapRouteMovement,5,0.8135,2.7306,0.0,624.0,0.1176,1.0,0.2643047340178425,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP04_FewLarge,03_vehicles,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,TP04,Manhattan,G1:MapRouteMovement,5,0.5574,4.8333,3.021857923497268,387.0,0.1164,1.0,0.2643047340178425,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP05_CriticalTTL,03_vehicles,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,TP05,Manhattan,G1:MapRouteMovement,5,0.1505,2.5342,1.3731958762886598,343.0,0.1188,1.0,0.2643047340178425,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP06_OneToMany,03_vehicles,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,TP06,Manhattan,G1:MapRouteMovement,5,0.5155,1.028,0.5082474226804123,317.0,0.1164,1.0,0.2643047340178425,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP07_BurstWindow,03_vehicles,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,TP07,Manhattan,G1:MapRouteMovement,5,1.0,5.9558,2.9917127071823204,389.0,0.11720000000000001,1.0,0.2643047340178425,SATURATED_DELIVERY|MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP08_HubTarget,03_vehicles,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,TP08,Manhattan,G1:MapRouteMovement,5,0.5887,5.1944,2.709278350515464,317.0,0.1164,1.0,0.2643047340178425,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP09_Bimodal,03_vehicles,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,TP09,Manhattan,G1:MapRouteMovement,5,0.6194,3.148,2.311418685121107,343.0,0.1188,1.0,0.2643047340178425,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP10_Storm,03_vehicles,V1_TaxiLow_ManhattanMidtownGridMidtownGrid,TP10,Manhattan,G1:MapRouteMovement,5,0.1707,2.1481,1.2858764391113997,308.0,0.1164,1.0,0.2643047340178425,MAP_UNDERUSED|MAP_TOO_LARGE,P1,change_map_or_worldSize
