map_id,batch_target,source_type,anchor_id,archetype,generator_type,validation_status,n_nodes,n_edges,n_components,largest_component_ratio,total_road_length_m,world_size_x,world_size_y,diameter,avg_path_length,clustering_coefficient,orientation_entropy,gridness_score,corridor_score,radial_score,partition_score,community_score
OSM_sf_mission_corridor_offset_w_5000m_1500m_0110,200,osm,sf_mission_corridor,corridor_linear,,PASS,19179,20769,1,1.0,735188.87,5189,5069,0,0,0,4.5772,0.6152,1.3509,0.6498,0.0,0.9537
OSM_sf_mission_corridor_offset_w_5000m_1500m_0214,400,osm,sf_mission_corridor,corridor_linear,,PASS,19179,20769,1,1.0,735188.87,5189,5069,0,0,0,4.5772,0.6152,1.3509,0.6498,0.0,0.9537
OSM_sf_mission_corridor_offset_w_5000m_1500m_0324,400,osm,sf_mission_corridor,corridor_linear,,PASS,19179,20769,1,1.0,735188.87,5189,5069,0,0,0,4.5772,0.6152,1.3509,0.6498,0.0,0.9537
OSM_sf_mission_corridor_offset_w_5000m_1500m_0444,600,osm,sf_mission_corridor,corridor_linear,,PASS,19179,20769,1,1.0,735188.87,5189,5069,0,0,0,4.5772,0.6152,1.3509,0.6498,0.0,0.9537
OSM_sf_mission_corridor_offset_w_5000m_1500m_0562,600,osm,sf_mission_corridor,corridor_linear,,PASS,19179,20769,1,1.0,735188.87,5189,5069,0,0,0,4.5772,0.6152,1.3509,0.6498,0.0,0.9537
OSM_sf_mission_corridor_offset_w_5000m_1500m_0682,800,osm,sf_mission_corridor,corridor_linear,,PASS,19179,20769,1,1.0,735188.87,5189,5069,0,0,0,4.5772,0.6152,1.3509,0.6498,0.0,0.9537
OSM_sf_mission_corridor_offset_w_5000m_1500m_0796,800,osm,sf_mission_corridor,corridor_linear,,PASS,19179,20769,1,1.0,735188.87,5189,5069,0,0,0,4.5772,0.6152,1.3509,0.6498,0.0,0.9537
OSM_sf_mission_corridor_offset_w_5000m_200m_0022,100,osm,sf_mission_corridor,corridor_linear,,PASS,17468,19092,1,1.0,751084.85,5057,5042,0,0,0,4.337,0.6419,1.1025,0.6502,0.0,0.948
OSM_sf_mission_corridor_offset_w_5000m_200m_0134,200,osm,sf_mission_corridor,corridor_linear,,PASS,17468,19092,1,1.0,751084.85,5057,5042,0,0,0,4.337,0.6419,1.1025,0.6502,0.0,0.948
OSM_sf_mission_corridor_offset_w_5000m_200m_0241,400,osm,sf_mission_corridor,corridor_linear,,PASS,17468,19092,1,1.0,751084.85,5057,5042,0,0,0,4.337,0.6419,1.1025,0.6502,0.0,0.948
OSM_sf_mission_corridor_offset_w_5000m_200m_0352,400,osm,sf_mission_corridor,corridor_linear,,PASS,17468,19092,1,1.0,751084.85,5057,5042,0,0,0,4.337,0.6419,1.1025,0.6502,0.0,0.948
OSM_sf_mission_corridor_offset_w_5000m_200m_0475,600,osm,sf_mission_corridor,corridor_linear,,PASS,17468,19092,1,1.0,751084.85,5057,5042,0,0,0,4.337,0.6419,1.1025,0.6502,0.0,0.948
OSM_sf_mission_corridor_offset_w_5000m_200m_0592,600,osm,sf_mission_corridor,corridor_linear,,PASS,17468,19092,1,1.0,751084.85,5057,5042,0,0,0,4.337,0.6419,1.1025,0.6502,0.0,0.948
OSM_sf_mission_corridor_offset_w_5000m_200m_0710,800,osm,sf_mission_corridor,corridor_linear,,PASS,17468,19092,1,1.0,751084.85,5057,5042,0,0,0,4.337,0.6419,1.1025,0.6502,0.0,0.948
OSM_sf_mission_corridor_offset_w_5000m_500m_0050,100,osm,sf_mission_corridor,corridor_linear,,PASS,17506,19107,1,1.0,740465.55,5068,5042,0,0,0,4.3949,0.6379,1.1076,0.6642,0.0,0.9485
OSM_sf_mission_corridor_offset_w_5000m_500m_0156,200,osm,sf_mission_corridor,corridor_linear,,PASS,17506,19107,1,1.0,740465.55,5068,5042,0,0,0,4.3949,0.6379,1.1076,0.6642,0.0,0.9485
OSM_sf_mission_corridor_offset_w_5000m_500m_0276,400,osm,sf_mission_corridor,corridor_linear,,PASS,17506,19107,1,1.0,740465.55,5068,5042,0,0,0,4.3949,0.6379,1.1076,0.6642,0.0,0.9485
OSM_sf_mission_corridor_offset_w_5000m_500m_0375,400,osm,sf_mission_corridor,corridor_linear,,PASS,17506,19107,1,1.0,740465.55,5068,5042,0,0,0,4.3949,0.6379,1.1076,0.6642,0.0,0.9485
OSM_sf_mission_corridor_offset_w_5000m_500m_0499,600,osm,sf_mission_corridor,corridor_linear,,PASS,17506,19107,1,1.0,740465.55,5068,5042,0,0,0,4.3949,0.6379,1.1076,0.6642,0.0,0.9485
OSM_sf_mission_corridor_offset_w_5000m_500m_0625,800,osm,sf_mission_corridor,corridor_linear,,PASS,17506,19107,1,1.0,740465.55,5068,5042,0,0,0,4.3949,0.6379,1.1076,0.6642,0.0,0.9485
OSM_sf_mission_corridor_offset_w_5000m_500m_0733,800,osm,sf_mission_corridor,corridor_linear,,PASS,17506,19107,1,1.0,740465.55,5068,5042,0,0,0,4.3949,0.6379,1.1076,0.6642,0.0,0.9485
OSM_tampere_suburban_exact_1000m_0m_0052,100,osm,tampere_suburban,suburban_low_density,,PASS,114,113,1,1.0,4074.7,671,486,0,0,0,3.6391,0.1947,5.889,0.4542,0.0,0.8407
OSM_tampere_suburban_exact_1000m_0m_0189,200,osm,tampere_suburban,suburban_low_density,,PASS,114,113,1,1.0,4074.7,671,486,0,0,0,3.6391,0.1947,5.889,0.4542,0.0,0.8407
OSM_tampere_suburban_exact_1000m_0m_0325,400,osm,tampere_suburban,suburban_low_density,,PASS,114,113,1,1.0,4074.7,671,486,0,0,0,3.6391,0.1947,5.889,0.4542,0.0,0.8407
OSM_tampere_suburban_exact_1000m_0m_0480,600,osm,tampere_suburban,suburban_low_density,,PASS,114,113,1,1.0,4074.7,671,486,0,0,0,3.6391,0.1947,5.889,0.4542,0.0,0.8407
OSM_tampere_suburban_exact_1000m_0m_0627,800,osm,tampere_suburban,suburban_low_density,,PASS,114,113,1,1.0,4074.7,671,486,0,0,0,3.6391,0.1947,5.889,0.4542,0.0,0.8407
OSM_tampere_suburban_exact_1000m_0m_0769,800,osm,tampere_suburban,suburban_low_density,,PASS,114,113,1,1.0,4074.7,671,486,0,0,0,3.6391,0.1947,5.889,0.4542,0.0,0.8407
OSM_tampere_suburban_exact_1500m_0m_0111,200,osm,tampere_suburban,suburban_low_density,,PASS,392,409,1,1.0,16516.71,1527,817,0,0,0,4.8433,0.3054,8.1256,0.463,0.0,0.8778
OSM_tampere_suburban_exact_1500m_0m_0245,400,osm,tampere_suburban,suburban_low_density,,PASS,392,409,1,1.0,16516.71,1527,817,0,0,0,4.8433,0.3054,8.1256,0.463,0.0,0.8778
OSM_tampere_suburban_exact_1500m_0m_0379,400,osm,tampere_suburban,suburban_low_density,,PASS,392,409,1,1.0,16516.71,1527,817,0,0,0,4.8433,0.3054,8.1256,0.463,0.0,0.8778
OSM_tampere_suburban_exact_1500m_0m_0529,600,osm,tampere_suburban,suburban_low_density,,PASS,392,409,1,1.0,16516.71,1527,817,0,0,0,4.8433,0.3054,8.1256,0.463,0.0,0.8778
OSM_tampere_suburban_exact_1500m_0m_0684,800,osm,tampere_suburban,suburban_low_density,,PASS,392,409,1,1.0,16516.71,1527,817,0,0,0,4.8433,0.3054,8.1256,0.463,0.0,0.8778
OSM_tampere_suburban_exact_2500m_0m_0023,100,osm,tampere_suburban,suburban_low_density,,PASS,1274,1349,1,1.0,51985.33,2434,2525,0,0,0,4.9054,0.4789,3.7118,0.5487,0.0,0.911
OSM_tampere_suburban_exact_2500m_0m_0158,200,osm,tampere_suburban,suburban_low_density,,PASS,1274,1349,1,1.0,51985.33,2434,2525,0,0,0,4.9054,0.4789,3.7118,0.5487,0.0,0.911
OSM_tampere_suburban_exact_2500m_0m_0306,400,osm,tampere_suburban,suburban_low_density,,PASS,1274,1349,1,1.0,51985.33,2434,2525,0,0,0,4.9054,0.4789,3.7118,0.5487,0.0,0.911
OSM_tampere_suburban_exact_2500m_0m_0446,600,osm,tampere_suburban,suburban_low_density,,PASS,1274,1349,1,1.0,51985.33,2434,2525,0,0,0,4.9054,0.4789,3.7118,0.5487,0.0,0.911
OSM_tampere_suburban_exact_2500m_0m_0594,600,osm,tampere_suburban,suburban_low_density,,PASS,1274,1349,1,1.0,51985.33,2434,2525,0,0,0,4.9054,0.4789,3.7118,0.5487,0.0,0.911
OSM_tampere_suburban_exact_2500m_0m_0734,800,osm,tampere_suburban,suburban_low_density,,PASS,1274,1349,1,1.0,51985.33,2434,2525,0,0,0,4.9054,0.4789,3.7118,0.5487,0.0,0.911
OSM_tampere_suburban_exact_5000m_0m_0079,100,osm,tampere_suburban,suburban_low_density,,PASS,9348,9800,1,1.0,297825.69,5222,5171,0,0,0,5.0957,0.4365,1.4056,0.6648,0.0,0.9609
OSM_tampere_suburban_exact_5000m_0m_0217,400,osm,tampere_suburban,suburban_low_density,,PASS,9348,9800,1,1.0,297825.69,5222,5171,0,0,0,5.0957,0.4365,1.4056,0.6648,0.0,0.9609
OSM_tampere_suburban_exact_5000m_0m_0354,400,osm,tampere_suburban,suburban_low_density,,PASS,9348,9800,1,1.0,297825.69,5222,5171,0,0,0,5.0957,0.4365,1.4056,0.6648,0.0,0.9609
OSM_tampere_suburban_exact_5000m_0m_0503,600,osm,tampere_suburban,suburban_low_density,,PASS,9348,9800,1,1.0,297825.69,5222,5171,0,0,0,5.0957,0.4365,1.4056,0.6648,0.0,0.9609
OSM_tampere_suburban_exact_5000m_0m_0654,800,osm,tampere_suburban,suburban_low_density,,PASS,9348,9800,1,1.0,297825.69,5222,5171,0,0,0,5.0957,0.4365,1.4056,0.6648,0.0,0.9609
OSM_tampere_suburban_exact_5000m_0m_0797,800,osm,tampere_suburban,suburban_low_density,,PASS,9348,9800,1,1.0,297825.69,5222,5171,0,0,0,5.0957,0.4365,1.4056,0.6648,0.0,0.9609
SYN_campus_compact_none_0349,400,synthetic,,campus_compact,campus_compact,PASS,20,41,1,1.0,3388.22,250,250,0,0,0,3.814,0.4146,1.2121,0.6171,0.0,0.6341
SYN_campus_compact_none_0380,400,synthetic,,campus_compact,campus_compact,PASS,20,41,1,1.0,4715.65,250,250,0,0,0,3.7564,0.3659,1.3663,0.7276,0.0,0.5366
SYN_campus_compact_none_0400,600,synthetic,,campus_compact,campus_compact,PASS,20,42,1,1.0,5398.97,290,250,0,0,0,3.7073,0.3333,1.4912,0.7237,0.0,0.5476
SYN_campus_compact_none_0420,600,synthetic,,campus_compact,campus_compact,PASS,20,45,1,1.0,7424.32,350,250,0,0,0,3.6933,0.3111,1.5833,0.6754,0.0,0.4444
SYN_campus_compact_none_0451,600,synthetic,,campus_compact,campus_compact,PASS,23,54,1,1.0,4987.02,250,250,0,0,0,4.0302,0.2963,1.1165,0.6481,0.0,0.4444
SYN_campus_compact_none_0476,600,synthetic,,campus_compact,campus_compact,PASS,22,50,1,1.0,6092.92,250,250,0,0,0,3.8553,0.22,1.2083,0.7464,0.0,0.5
SYN_campus_compact_none_0506,600,synthetic,,campus_compact,campus_compact,PASS,23,57,1,1.0,8788.75,290,290,0,0,0,3.7392,0.3509,1.2179,0.7034,0.0,0.4211
SYN_campus_compact_none_0533,600,synthetic,,campus_compact,campus_compact,PASS,23,50,1,1.0,8860.67,350,350,0,0,0,3.9078,0.3,1.2432,0.6506,0.0,0.52
SYN_corridor_rollernet_trace_0563,600,trace_reference_synthetic,rollernet_trace,corridor_linear,corridor,PASS,21,20,1,1.0,3100.0,3050,150,0,0,0,0.2864,1.0,1772.1103,0.4144,0.0,0.85
SYN_corridor_rollernet_trace_0586,600,trace_reference_synthetic,rollernet_trace,corridor_linear,corridor,PASS,23,22,1,1.0,3600.0,3050,450,0,0,0,0.5746,1.0,143.87,0.3943,0.0,0.8182
SYN_corridor_rollernet_trace_0618,800,trace_reference_synthetic,rollernet_trace,corridor_linear,corridor,PASS,21,20,1,1.0,3400.0,3050,450,0,0,0,0.2864,1.0,118.5179,0.4413,0.0,0.8
SYN_corridor_rollernet_trace_0640,800,trace_reference_synthetic,rollernet_trace,corridor_linear,corridor,PASS,24,23,1,1.0,5400.0,3050,1250,0,0,0,0.6666,1.0,14.9336,0.4703,0.0,0.8261
SYN_corridor_rollernet_trace_0664,800,trace_reference_synthetic,rollernet_trace,corridor_linear,corridor,PASS,24,23,1,1.0,3400.0,3050,250,0,0,0,0.6666,1.0,441.9967,0.3851,0.0,0.8261
SYN_corridor_rollernet_trace_0693,800,trace_reference_synthetic,rollernet_trace,corridor_linear,corridor,PASS,22,21,1,1.0,3400.0,3050,250,0,0,0,0.4537,1.0,293.5694,0.4537,0.0,0.8095
SYN_corridor_rollernet_trace_0723,800,trace_reference_synthetic,rollernet_trace,corridor_linear,corridor,PASS,21,20,1,1.0,3400.0,3050,450,0,0,0,0.2864,1.0,118.5179,0.4413,0.0,0.8
SYN_corridor_rollernet_trace_0749,800,trace_reference_synthetic,rollernet_trace,corridor_linear,corridor,PASS,23,22,1,1.0,4800.0,3050,1250,0,0,0,0.5746,1.0,16.8831,0.4529,0.0,0.8182
SYN_corridor_rollernet_trace_0775,800,trace_reference_synthetic,rollernet_trace,corridor_linear,corridor,PASS,24,23,1,1.0,3400.0,3050,250,0,0,0,0.6666,1.0,496.0713,0.3743,0.0,0.8261
SYN_disrupted_grid_none_0015,100,synthetic,,industrial_disrupted,disrupted_grid,PASS,121,209,1,1.0,12540.0,650,650,0,0,0,1.0,1.0,1.0,0.6293,0.0,0.823
SYN_disrupted_grid_none_0043,100,synthetic,,industrial_disrupted,disrupted_grid,PASS,121,209,1,1.0,16720.0,850,850,0,0,0,1.0,1.0,1.0,0.6293,0.0,0.8469
SYN_disrupted_grid_none_0068,100,synthetic,,industrial_disrupted,disrupted_grid,PASS,121,209,1,1.0,20900.0,1050,1050,0,0,0,0.9999,1.0,1.0,0.6293,0.0,0.823
SYN_disrupted_grid_none_0099,100,synthetic,,industrial_disrupted,disrupted_grid,PASS,143,249,1,1.0,14940.0,770,650,0,0,0,0.9994,1.0,1.4,0.625,0.0,0.8514
SYN_disrupted_grid_none_0128,200,synthetic,,industrial_disrupted,disrupted_grid,PASS,143,249,1,1.0,19920.0,1010,850,0,0,0,0.9994,1.0,1.4,0.625,0.0,0.8353
SYN_disrupted_grid_none_0163,200,synthetic,,industrial_disrupted,disrupted_grid,PASS,143,249,1,1.0,24900.0,1250,1050,0,0,0,0.9997,1.0,1.4,0.625,0.0,0.8193
SYN_disrupted_grid_none_0185,200,synthetic,,industrial_disrupted,disrupted_grid,PASS,176,309,1,1.0,18540.0,950,650,0,0,0,1.0,1.0,2.125,0.6099,0.0,0.8576
SYN_disrupted_grid_none_0215,400,synthetic,,industrial_disrupted,disrupted_grid,PASS,176,309,1,1.0,24720.0,1250,850,0,0,0,1.0,1.0,2.125,0.6099,0.0,0.8317
SYN_disrupted_grid_none_0243,400,synthetic,,industrial_disrupted,disrupted_grid,PASS,176,309,1,1.0,30900.0,1550,1050,0,0,0,0.9999,1.0,2.125,0.6099,0.0,0.8447
SYN_disrupted_grid_none_0265,400,synthetic,,industrial_disrupted,disrupted_grid,PASS,209,369,1,1.0,22140.0,1130,650,0,0,0,0.9991,1.0,3.0,0.59,0.0,0.8347
SYN_disrupted_grid_none_0292,400,synthetic,,industrial_disrupted,disrupted_grid,PASS,209,369,1,1.0,29520.0,1490,850,0,0,0,0.9999,1.0,3.0,0.59,0.0,0.8618
SYN_disrupted_grid_none_0329,400,synthetic,,industrial_disrupted,disrupted_grid,PASS,209,369,1,1.0,36900.0,1850,1050,0,0,0,0.9994,1.0,3.0,0.59,0.0,0.8699
SYN_disrupted_grid_none_0362,400,synthetic,,industrial_disrupted,disrupted_grid,PASS,143,249,1,1.0,14940.0,650,770,0,0,0,0.9997,1.0,1.4,0.625,0.0,0.8313
SYN_disrupted_grid_none_0386,400,synthetic,,industrial_disrupted,disrupted_grid,PASS,143,249,1,1.0,19920.0,850,1010,0,0,0,1.0,1.0,1.4,0.625,0.0,0.8273
SYN_disrupted_grid_none_0404,600,synthetic,,industrial_disrupted,disrupted_grid,PASS,143,249,1,1.0,24900.0,1050,1250,0,0,0,1.0,1.0,1.4,0.625,0.0,0.8233
SYN_disrupted_grid_none_0429,600,synthetic,,industrial_disrupted,disrupted_grid,PASS,169,297,1,1.0,17820.0,770,770,0,0,0,0.9998,1.0,1.0,0.629,0.0,0.8384
SYN_disrupted_grid_none_0458,600,synthetic,,industrial_disrupted,disrupted_grid,PASS,169,297,1,1.0,23760.0,1010,1010,0,0,0,1.0,1.0,1.0,0.629,0.0,0.8687
SYN_disrupted_grid_none_0481,600,synthetic,,industrial_disrupted,disrupted_grid,PASS,169,297,1,1.0,29700.0,1250,1250,0,0,0,0.9999,1.0,1.0,0.629,0.0,0.8653
SYN_disrupted_grid_none_0521,600,synthetic,,industrial_disrupted,disrupted_grid,PASS,208,368,1,1.0,22080.0,950,770,0,0,0,0.9999,1.0,1.5179,0.6231,0.0,0.8533
SYN_disrupted_grid_none_0540,600,synthetic,,industrial_disrupted,disrupted_grid,PASS,208,368,1,1.0,29440.0,1250,1010,0,0,0,0.9995,1.0,1.5179,0.6231,0.0,0.8397
SYN_disrupted_grid_none_0567,600,synthetic,,industrial_disrupted,disrupted_grid,PASS,208,368,1,1.0,36800.0,1550,1250,0,0,0,1.0,1.0,1.5179,0.6231,0.0,0.8533
SYN_disrupted_grid_none_0587,600,synthetic,,industrial_disrupted,disrupted_grid,PASS,247,439,1,1.0,26340.0,1130,770,0,0,0,0.9997,1.0,2.1429,0.6085,0.0,0.877
SYN_disrupted_grid_none_0619,800,synthetic,,industrial_disrupted,disrupted_grid,PASS,247,439,1,1.0,35120.0,1490,1010,0,0,0,0.9994,1.0,2.1429,0.6085,0.0,0.8656
SYN_disrupted_grid_none_0641,800,synthetic,,industrial_disrupted,disrupted_grid,PASS,247,439,1,1.0,43900.0,1850,1250,0,0,0,1.0,1.0,2.1429,0.6085,0.0,0.861
SYN_disrupted_grid_none_0666,800,synthetic,,industrial_disrupted,disrupted_grid,PASS,176,309,1,1.0,18540.0,650,950,0,0,0,0.9998,1.0,2.125,0.6099,0.0,0.8608
SYN_disrupted_grid_none_0694,800,synthetic,,industrial_disrupted,disrupted_grid,PASS,176,309,1,1.0,24720.0,850,1250,0,0,0,0.9996,1.0,2.125,0.6099,0.0,0.8382
SYN_disrupted_grid_none_0724,800,synthetic,,industrial_disrupted,disrupted_grid,PASS,176,309,1,1.0,30900.0,1050,1550,0,0,0,1.0,1.0,2.125,0.6099,0.0,0.8414
SYN_disrupted_grid_none_0751,800,synthetic,,industrial_disrupted,disrupted_grid,PASS,208,368,1,1.0,22080.0,770,950,0,0,0,1.0,1.0,1.5179,0.6231,0.0,0.837
SYN_disrupted_grid_none_0778,800,synthetic,,industrial_disrupted,disrupted_grid,PASS,208,368,1,1.0,29440.0,1010,1250,0,0,0,0.9998,1.0,1.5179,0.6231,0.0,0.8533
SYN_grid_none_0016,100,synthetic,,urban_grid,grid,PASS,81,144,1,1.0,5760.0,370,370,0,0,0,1.0,1.0,1.0,0.6297,0.0,0.7778
SYN_grid_none_0047,100,synthetic,,urban_grid,grid,PASS,81,144,1,1.0,8640.0,530,530,0,0,0,1.0,1.0,1.0,0.6297,0.0,0.7778
SYN_grid_none_0070,100,synthetic,,urban_grid,grid,PASS,81,144,1,1.0,11520.0,690,690,0,0,0,1.0,1.0,1.0,0.6297,0.0,0.7778
SYN_grid_none_0101,200,synthetic,,urban_grid,grid,PASS,81,144,1,1.0,14400.0,850,850,0,0,0,1.0,1.0,1.0,0.6297,0.0,0.7778
SYN_grid_none_0129,200,synthetic,,urban_grid,grid,PASS,81,144,1,1.0,17280.0,1010,1010,0,0,0,1.0,1.0,1.0,0.6297,0.0,0.7778
SYN_grid_none_0164,200,synthetic,,urban_grid,grid,PASS,81,160,1,1.0,6665.1,370,370,0,0,0,1.369,0.9,1.0,0.6297,0.0,0.7812
SYN_grid_none_0186,200,synthetic,,urban_grid,grid,PASS,81,164,1,1.0,10337.06,530,530,0,0,0,1.413,0.878,1.0,0.6297,0.0,0.7744
SYN_grid_none_0216,400,synthetic,,urban_grid,grid,PASS,81,161,1,1.0,13443.33,690,690,0,0,0,1.3809,0.8944,1.0,0.6297,0.0,0.8012
SYN_grid_none_0244,400,synthetic,,urban_grid,grid,PASS,81,164,1,1.0,17228.43,850,850,0,0,0,1.413,0.878,1.0,0.6297,0.0,0.8049
SYN_grid_none_0267,400,synthetic,,urban_grid,grid,PASS,81,154,1,1.0,18977.06,1010,1010,0,0,0,1.2818,0.9351,1.0,0.6297,0.0,0.7922
SYN_grid_none_0295,400,synthetic,,urban_grid,grid,PASS,99,178,1,1.0,7120.0,450,370,0,0,0,0.9999,1.0,1.5,0.6234,0.0,0.7978
SYN_grid_none_0333,400,synthetic,,urban_grid,grid,PASS,99,178,1,1.0,10680.0,650,530,0,0,0,0.9999,1.0,1.5,0.6234,0.0,0.7978
SYN_grid_none_0366,400,synthetic,,urban_grid,grid,PASS,99,178,1,1.0,14240.0,850,690,0,0,0,0.9999,1.0,1.5,0.6234,0.0,0.7978
SYN_grid_none_0388,400,synthetic,,urban_grid,grid,PASS,99,178,1,1.0,17800.0,1050,850,0,0,0,0.9999,1.0,1.5,0.6234,0.0,0.7978
SYN_grid_none_0405,600,synthetic,,urban_grid,grid,PASS,99,178,1,1.0,21360.0,1250,1010,0,0,0,0.9999,1.0,1.5,0.6234,0.0,0.7978
SYN_grid_none_0432,600,synthetic,,urban_grid,grid,PASS,99,195,1,1.0,8081.67,450,370,0,0,0,1.3397,0.9128,1.5,0.6234,0.0,0.7846
SYN_grid_none_0459,600,synthetic,,urban_grid,grid,PASS,99,197,1,1.0,12292.2,650,530,0,0,0,1.3611,0.9036,1.5,0.6234,0.0,0.7919
SYN_grid_none_0485,600,synthetic,,urban_grid,grid,PASS,99,193,1,1.0,15937.06,850,690,0,0,0,1.3163,0.9223,1.5,0.6234,0.0,0.8187
SYN_grid_none_0522,600,synthetic,,urban_grid,grid,PASS,99,204,1,1.0,21476.96,1050,850,0,0,0,1.4229,0.8725,1.5,0.6234,0.0,0.799
SYN_grid_none_0541,600,synthetic,,urban_grid,grid,PASS,99,206,1,1.0,26111.76,1250,1010,0,0,0,1.4375,0.8641,1.5,0.6234,0.0,0.8155
SYN_grid_none_0568,600,synthetic,,urban_grid,grid,PASS,117,212,1,1.0,8480.0,530,370,0,0,0,0.9997,1.0,2.1,0.61,0.0,0.8208
SYN_grid_none_0593,600,synthetic,,urban_grid,grid,PASS,117,212,1,1.0,12720.0,770,530,0,0,0,0.9997,1.0,2.1,0.61,0.0,0.8208
SYN_grid_none_0620,800,synthetic,,urban_grid,grid,PASS,117,212,1,1.0,16960.0,1010,690,0,0,0,0.9997,1.0,2.1,0.61,0.0,0.8208
SYN_grid_none_0642,800,synthetic,,urban_grid,grid,PASS,117,212,1,1.0,21200.0,1250,850,0,0,0,0.9997,1.0,2.1,0.61,0.0,0.8208
SYN_grid_none_0668,800,synthetic,,urban_grid,grid,PASS,117,212,1,1.0,25440.0,1490,1010,0,0,0,0.9997,1.0,2.1,0.61,0.0,0.8208
SYN_grid_none_0695,800,synthetic,,urban_grid,grid,PASS,117,232,1,1.0,9611.37,530,370,0,0,0,1.3372,0.9138,2.1,0.61,0.0,0.8147
SYN_grid_none_0726,800,synthetic,,urban_grid,grid,PASS,117,234,1,1.0,14586.76,770,530,0,0,0,1.3555,0.906,2.1,0.61,0.0,0.8248
SYN_grid_none_0752,800,synthetic,,urban_grid,grid,PASS,117,233,1,1.0,19335.88,1010,690,0,0,0,1.3465,0.9099,2.1,0.61,0.0,0.8197
SYN_grid_none_0783,800,synthetic,,urban_grid,grid,PASS,117,238,1,1.0,24876.96,1250,850,0,0,0,1.3882,0.8908,2.1,0.61,0.0,0.8067
SYN_jittered_grid_none_0021,100,synthetic,,dense_urban_irregular,jittered_grid,PASS,81,144,1,1.0,5760.0,370,370,0,0,0,1.0,1.0,1.0,0.6297,0.0,0.7778
SYN_jittered_grid_none_0049,100,synthetic,,dense_urban_irregular,jittered_grid,PASS,81,144,1,1.0,8640.0,530,530,0,0,0,1.0,1.0,1.0,0.6297,0.0,0.7778
SYN_jittered_grid_none_0075,100,synthetic,,dense_urban_irregular,jittered_grid,PASS,81,144,1,1.0,11520.0,690,690,0,0,0,1.0,1.0,1.0,0.6297,0.0,0.7778
SYN_jittered_grid_none_0103,200,synthetic,,dense_urban_irregular,jittered_grid,PASS,81,144,1,1.0,14400.0,850,850,0,0,0,1.0,1.0,1.0,0.6297,0.0,0.7778
SYN_jittered_grid_none_0132,200,synthetic,,dense_urban_irregular,jittered_grid,PASS,81,153,1,1.0,6269.12,370,370,0,0,0,1.2639,0.9412,1.0,0.6297,0.0,0.7974
SYN_jittered_grid_none_0167,200,synthetic,,dense_urban_irregular,jittered_grid,PASS,81,158,1,1.0,9827.94,530,530,0,0,0,1.3432,0.9114,1.0,0.6297,0.0,0.7911
SYN_jittered_grid_none_0194,200,synthetic,,dense_urban_irregular,jittered_grid,PASS,81,157,1,1.0,12990.78,690,690,0,0,0,1.3292,0.9172,1.0,0.6297,0.0,0.7834
SYN_jittered_grid_none_0219,400,synthetic,,dense_urban_irregular,jittered_grid,PASS,81,154,1,1.0,15814.21,850,850,0,0,0,1.2818,0.9351,1.0,0.6297,0.0,0.7987
SYN_jittered_grid_none_0248,400,synthetic,,dense_urban_irregular,jittered_grid,PASS,117,212,1,1.0,8480.0,530,370,0,0,0,0.9997,1.0,2.1,0.61,0.0,0.8208
SYN_jittered_grid_none_0271,400,synthetic,,dense_urban_irregular,jittered_grid,PASS,117,212,1,1.0,12720.0,770,530,0,0,0,0.9997,1.0,2.1,0.61,0.0,0.8208
SYN_jittered_grid_none_0297,400,synthetic,,dense_urban_irregular,jittered_grid,PASS,117,212,1,1.0,16960.0,1010,690,0,0,0,0.9997,1.0,2.1,0.61,0.0,0.8208
SYN_jittered_grid_none_0335,400,synthetic,,dense_urban_irregular,jittered_grid,PASS,117,212,1,1.0,21200.0,1250,850,0,0,0,0.9997,1.0,2.1,0.61,0.0,0.8208
SYN_jittered_grid_none_0368,400,synthetic,,dense_urban_irregular,jittered_grid,PASS,117,227,1,1.0,9328.53,530,370,0,0,0,1.2848,0.9339,2.1,0.61,0.0,0.8238
SYN_jittered_grid_none_0391,400,synthetic,,dense_urban_irregular,jittered_grid,PASS,117,224,1,1.0,13738.23,770,530,0,0,0,1.2476,0.9464,2.1,0.61,0.0,0.8348
SYN_jittered_grid_none_0407,600,synthetic,,dense_urban_irregular,jittered_grid,PASS,117,232,1,1.0,19222.74,1010,690,0,0,0,1.3372,0.9138,2.1,0.61,0.0,0.7888
SYN_jittered_grid_none_0437,600,synthetic,,dense_urban_irregular,jittered_grid,PASS,117,235,1,1.0,24452.69,1250,850,0,0,0,1.3641,0.9021,2.1,0.61,0.0,0.8
SYN_jittered_grid_none_0461,600,synthetic,,dense_urban_irregular,jittered_grid,PASS,144,263,1,1.0,10520.0,650,370,0,0,0,0.9995,1.0,3.1875,0.5875,0.0,0.8555
SYN_jittered_grid_none_0492,600,synthetic,,dense_urban_irregular,jittered_grid,PASS,144,263,1,1.0,15780.0,950,530,0,0,0,0.9995,1.0,3.1875,0.5875,0.0,0.8555
SYN_jittered_grid_none_0524,600,synthetic,,dense_urban_irregular,jittered_grid,PASS,144,263,1,1.0,21040.0,1250,690,0,0,0,0.9995,1.0,3.1875,0.5875,0.0,0.8555
SYN_jittered_grid_none_0544,600,synthetic,,dense_urban_irregular,jittered_grid,PASS,144,263,1,1.0,26300.0,1550,850,0,0,0,0.9995,1.0,3.1875,0.5875,0.0,0.8555
