scenario,family,end_time,coverage_total,time_to_50pct,time_to_80pct,time_to_90pct,total_encounters,delivery_ratio,recommended_warmup,recommended_cutoff,recommended_useful_window,decision,justification
C6_EmergencyDrill_Evacuation__TP12_GroupToGroup,02_campus,7200,0.5292,5700.0,,,5784.0,0.9875,360.0,6480.0,"[360,6480]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP01_Baseline,03_vehicles,43200,0.1188,,,,,0.8103,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP02_LowLoad,03_vehicles,43200,0.1164,,,,,0.9271,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP03_ManySmall,03_vehicles,43200,0.1176,,,,,0.8135,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP04_FewLarge,03_vehicles,43200,0.1164,,,,,0.5574,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP05_CriticalTTL,03_vehicles,43200,0.1188,,,,,0.1505,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP06_OneToMany,03_vehicles,43200,0.1164,,,,,0.5155,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP07_BurstWindow,03_vehicles,43200,0.11720000000000001,,,,,1.0,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP08_HubTarget,03_vehicles,43200,0.1164,,,,,0.5887,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP09_Bimodal,03_vehicles,43200,0.1188,,,,,0.6194,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP10_Storm,03_vehicles,43200,0.1164,,,,,0.1707,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP11_ManyToOne,03_vehicles,43200,0.1164,,,,,0.6041,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V1_TaxiLow_ManhattanMidtownGridMidtownGrid__TP12_GroupToGroup,03_vehicles,43200,0.1148,,,,,0.7546,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP01_Baseline,03_vehicles,43200,0.122,,,,,0.9876,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP02_LowLoad,03_vehicles,43200,0.12119999999999999,,,,,0.9896,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP03_ManySmall,03_vehicles,43200,0.12119999999999999,,,,,0.9905,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP04_FewLarge,03_vehicles,43200,0.1216,,,,,0.8667,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP05_CriticalTTL,03_vehicles,43200,0.122,,,,,0.3292,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP06_OneToMany,03_vehicles,43200,0.1216,,,,,0.9742,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP07_BurstWindow,03_vehicles,43200,0.122,,,,,1.0,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP08_HubTarget,03_vehicles,43200,0.1216,,,,,0.9289,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP09_Bimodal,03_vehicles,43200,0.12119999999999999,,,,,0.919,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP10_Storm,03_vehicles,43200,0.1208,,,,,0.8403,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP11_ManyToOne,03_vehicles,43200,0.1216,,,,,0.9742,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V2_TaxiHigh_ManhattanMidtownGridMidtownGrid__TP12_GroupToGroup,03_vehicles,43200,0.1208,,,,,0.9857,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP01_Baseline,03_vehicles,43200,0.17,,,,,0.963,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP02_LowLoad,03_vehicles,43200,0.1724,,,,,0.9684,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP03_ManySmall,03_vehicles,43200,0.174,,,,,0.9672,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP04_FewLarge,03_vehicles,43200,0.1732,,,,,0.8352,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP05_CriticalTTL,03_vehicles,43200,0.17,,,,,0.144,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP06_OneToMany,03_vehicles,43200,0.1724,,,,,0.9763,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP07_BurstWindow,03_vehicles,43200,0.172,,,,,1.0,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP08_HubTarget,03_vehicles,43200,0.1724,,,,,0.9423,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP09_Bimodal,03_vehicles,43200,0.17120000000000002,,,,,0.9039,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP10_Storm,03_vehicles,43200,0.1724,,,,,0.5942,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP11_ManyToOne,03_vehicles,43200,0.1724,,,,,0.9577,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V3_BusOnlyCarriers_ManhattanMidtownGridMidtownGrid__TP12_GroupToGroup,03_vehicles,43200,0.1732,,,,,0.9796,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP01_Baseline,03_vehicles,43200,0.32880000000000004,,,,,0.4106,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP02_LowLoad,03_vehicles,43200,0.32880000000000004,,,,,0.5313,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP03_ManySmall,03_vehicles,43200,0.33520000000000005,,,,,0.3954,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP04_FewLarge,03_vehicles,43200,0.3164,,,,,0.2458,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP05_CriticalTTL,03_vehicles,43200,0.32880000000000004,,,,,0.0142,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP06_OneToMany,03_vehicles,43200,0.342,,,,,0.6289,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP07_BurstWindow,03_vehicles,43200,0.33399999999999996,,,,,0.612,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP08_HubTarget,03_vehicles,43200,0.342,,,,,0.4227,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP09_Bimodal,03_vehicles,43200,0.3276,,,,,0.3095,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP10_Storm,03_vehicles,43200,0.3604,,,,,0.104,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP11_ManyToOne,03_vehicles,43200,0.342,,,,,0.6258,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V4_CarOwnership_0_ManhattanMidtownGridMidtownGrid__TP12_GroupToGroup,03_vehicles,43200,0.33159999999999995,,,,,0.6748,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP01_Baseline,03_vehicles,43200,0.41479999999999995,,,,,0.4835,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP02_LowLoad,03_vehicles,43200,0.4064,,,,,0.4105,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP03_ManySmall,03_vehicles,43200,0.41359999999999997,,,,,0.3962,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP04_FewLarge,03_vehicles,43200,0.4128,,,,,0.2938,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP05_CriticalTTL,03_vehicles,43200,0.41479999999999995,,,,,0.0124,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP06_OneToMany,03_vehicles,43200,0.4044,,,,,0.6247,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP07_BurstWindow,03_vehicles,43200,0.38880000000000003,,,,,0.4571,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP08_HubTarget,03_vehicles,43200,0.4044,,,,,0.4794,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP09_Bimodal,03_vehicles,43200,0.41479999999999995,,,,,0.3517,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP10_Storm,03_vehicles,43200,0.4004,,,,,0.1203,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP11_ManyToOne,03_vehicles,43200,0.4044,,,,,0.6474,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
V5_CarOwnership_100_ManhattanMidtownGridMidtownGrid__TP12_GroupToGroup,03_vehicles,43200,0.3924,,,,,0.6789,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R10_TinyRange_5m__TP01_Baseline,04_rural,43200,0.1784,,,,678.0,0.8631,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R10_TinyRange_5m__TP02_LowLoad,04_rural,43200,0.1784,,,,678.0,0.875,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R10_TinyRange_5m__TP03_ManySmall,04_rural,43200,0.1784,,,,678.0,0.8457,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R10_TinyRange_5m__TP04_FewLarge,04_rural,43200,0.1784,,,,678.0,0.6089,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R10_TinyRange_5m__TP05_CriticalTTL,04_rural,43200,0.1784,,,,678.0,0.0145,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R10_TinyRange_5m__TP06_OneToMany,04_rural,43200,0.1784,,,,678.0,0.834,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R10_TinyRange_5m__TP07_BurstWindow,04_rural,43200,0.1784,,,,678.0,1.0,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R10_TinyRange_5m__TP08_HubTarget,04_rural,43200,0.1784,,,,678.0,0.7742,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R10_TinyRange_5m__TP09_Bimodal,04_rural,43200,0.1784,,,,678.0,0.5845,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R10_TinyRange_5m__TP10_Storm,04_rural,43200,0.1784,,,,678.0,0.2047,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R10_TinyRange_5m__TP11_ManyToOne,04_rural,43200,0.1784,,,,678.0,0.732,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R10_TinyRange_5m__TP12_GroupToGroup,04_rural,43200,0.1784,,,,678.0,0.8793,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R11_SpeedExtremeLow__TP01_Baseline,04_rural,43200,0.1812,,,,1441.0,0.9317,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R11_SpeedExtremeLow__TP02_LowLoad,04_rural,43200,0.1812,,,,1441.0,0.9271,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R11_SpeedExtremeLow__TP03_ManySmall,04_rural,43200,0.1812,,,,1441.0,0.9407,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R11_SpeedExtremeLow__TP04_FewLarge,04_rural,43200,0.1812,,,,1441.0,0.581,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R11_SpeedExtremeLow__TP05_CriticalTTL,04_rural,43200,0.1812,,,,1441.0,0.0435,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R11_SpeedExtremeLow__TP06_OneToMany,04_rural,43200,0.1812,,,,1441.0,0.9402,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R11_SpeedExtremeLow__TP07_BurstWindow,04_rural,43200,0.1812,,,,1441.0,1.0,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R11_SpeedExtremeLow__TP08_HubTarget,04_rural,43200,0.1812,,,,1441.0,0.7268,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R11_SpeedExtremeLow__TP09_Bimodal,04_rural,43200,0.1812,,,,1441.0,0.7678,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R11_SpeedExtremeLow__TP10_Storm,04_rural,43200,0.1812,,,,1441.0,0.5996,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R11_SpeedExtremeLow__TP11_ManyToOne,04_rural,43200,0.1812,,,,1441.0,0.9464,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R11_SpeedExtremeLow__TP12_GroupToGroup,04_rural,43200,0.1812,,,,1441.0,0.9407,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R12_SpeedExtremeHigh__TP01_Baseline,04_rural,43200,0.1868,,,,35026.0,0.9958,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R12_SpeedExtremeHigh__TP02_LowLoad,04_rural,43200,0.1852,,,,35019.0,0.9896,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R12_SpeedExtremeHigh__TP03_ManySmall,04_rural,43200,0.1864,,,,35058.0,0.9951,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R12_SpeedExtremeHigh__TP04_FewLarge,04_rural,43200,0.18760000000000002,,,,35374.0,0.8156,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R12_SpeedExtremeHigh__TP05_CriticalTTL,04_rural,43200,0.1868,,,,35026.0,0.8067,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R12_SpeedExtremeHigh__TP06_OneToMany,04_rural,43200,0.18760000000000002,,,,35743.0,0.9887,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R12_SpeedExtremeHigh__TP07_BurstWindow,04_rural,43200,0.18719999999999998,,,,34717.0,1.0,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R12_SpeedExtremeHigh__TP08_HubTarget,04_rural,43200,0.18760000000000002,,,,35743.0,0.9691,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R12_SpeedExtremeHigh__TP09_Bimodal,04_rural,43200,0.18719999999999998,,,,35311.0,0.9251,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R12_SpeedExtremeHigh__TP10_Storm,04_rural,43200,0.18719999999999998,,,,35244.0,0.9643,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R12_SpeedExtremeHigh__TP11_ManyToOne,04_rural,43200,0.18760000000000002,,,,35743.0,0.9876,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R12_SpeedExtremeHigh__TP12_GroupToGroup,04_rural,43200,0.18719999999999998,,,,35016.0,0.9939,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R1_Rural_SparseSPMM__TP01_Baseline,04_rural,43200,0.182,,,,,0.9652,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R1_Rural_SparseSPMM__TP02_LowLoad,04_rural,43200,0.182,,,,,0.9684,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R1_Rural_SparseSPMM__TP03_ManySmall,04_rural,43200,0.182,,,,,0.965,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R1_Rural_SparseSPMM__TP04_FewLarge,04_rural,43200,0.182,,,,,0.6519,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R1_Rural_SparseSPMM__TP05_CriticalTTL,04_rural,43200,0.182,,,,,0.0758,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R1_Rural_SparseSPMM__TP06_OneToMany,04_rural,43200,0.182,,,,,0.968,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R1_Rural_SparseSPMM__TP07_BurstWindow,04_rural,43200,0.182,,,,,1.0,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R1_Rural_SparseSPMM__TP08_HubTarget,04_rural,43200,0.182,,,,,0.7649,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R1_Rural_SparseSPMM__TP09_Bimodal,04_rural,43200,0.182,,,,,0.7993,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R1_Rural_SparseSPMM__TP10_Storm,04_rural,43200,0.182,,,,,0.7433,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R1_Rural_SparseSPMM__TP11_ManyToOne,04_rural,43200,0.182,,,,,0.9485,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R1_Rural_SparseSPMM__TP12_GroupToGroup,04_rural,43200,0.182,,,,,0.9611,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R2_VillagesTrails_InterVillage__TP01_Baseline,04_rural,43200,0.1116,,,,,0.7197,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R2_VillagesTrails_InterVillage__TP02_LowLoad,04_rural,43200,0.1116,,,,,0.6804,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R2_VillagesTrails_InterVillage__TP03_ManySmall,04_rural,43200,0.1116,,,,,0.704,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R2_VillagesTrails_InterVillage__TP04_FewLarge,04_rural,43200,0.1116,,,,,0.5083,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R2_VillagesTrails_InterVillage__TP05_CriticalTTL,04_rural,43200,0.1116,,,,,0.0272,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R2_VillagesTrails_InterVillage__TP06_OneToMany,04_rural,43200,0.1116,,,,,0.8041,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R2_VillagesTrails_InterVillage__TP07_BurstWindow,04_rural,43200,0.1116,,,,,0.8235,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R2_VillagesTrails_InterVillage__TP08_HubTarget,04_rural,43200,0.1116,,,,,0.7165,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R2_VillagesTrails_InterVillage__TP09_Bimodal,04_rural,43200,0.1116,,,,,0.5486,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
R2_VillagesTrails_InterVillage__TP10_Storm,04_rural,43200,0.1116,,,,,0.3111,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
