scenario,family,end_time,coverage_total,time_to_50pct,time_to_80pct,time_to_90pct,total_encounters,delivery_ratio,recommended_warmup,recommended_cutoff,recommended_useful_window,decision,justification
D2_PartitionedCity_MuleBridge__TP10_Storm,05_disaster,43200,0.2048,,,,9324.0,0.4442,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D2_PartitionedCity_MuleBridge__TP11_ManyToOne,05_disaster,43200,0.2032,,,,9358.0,0.4959,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D2_PartitionedCity_MuleBridge__TP12_GroupToGroup,05_disaster,43200,0.2036,,,,9403.0,0.0,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D3_Aftershock_ErraticMobility__TP01_Baseline,05_disaster,43200,0.4672,,,,2693.0,0.9427,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D3_Aftershock_ErraticMobility__TP02_LowLoad,05_disaster,43200,0.4672,,,,2693.0,0.9175,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D3_Aftershock_ErraticMobility__TP03_ManySmall,05_disaster,43200,0.4672,,,,2693.0,0.927,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D3_Aftershock_ErraticMobility__TP04_FewLarge,05_disaster,43200,0.4672,,,,2693.0,0.6851,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D3_Aftershock_ErraticMobility__TP05_CriticalTTL,05_disaster,43200,0.4672,,,,2693.0,0.0204,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D3_Aftershock_ErraticMobility__TP06_OneToMany,05_disaster,43200,0.4672,,,,2693.0,0.9443,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D3_Aftershock_ErraticMobility__TP07_BurstWindow,05_disaster,43200,0.4664,,,,2594.0,1.0,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D3_Aftershock_ErraticMobility__TP08_HubTarget,05_disaster,43200,0.4672,,,,2693.0,0.8351,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D3_Aftershock_ErraticMobility__TP09_Bimodal,05_disaster,43200,0.4672,,,,2693.0,0.6934,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D3_Aftershock_ErraticMobility__TP10_Storm,05_disaster,43200,0.4664,,,,2669.0,0.4528,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D3_Aftershock_ErraticMobility__TP11_ManyToOne,05_disaster,43200,0.4672,,,,2693.0,0.9433,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D3_Aftershock_ErraticMobility__TP12_GroupToGroup,05_disaster,43200,0.4696,,,,2558.0,0.9346,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D4_MedicalTriage_TwoClasses__TP01_Baseline,05_disaster,43200,0.4756,,,,2416.0,0.9412,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D4_MedicalTriage_TwoClasses__TP02_LowLoad,05_disaster,43200,0.474,,,,2380.0,0.9167,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D4_MedicalTriage_TwoClasses__TP03_ManySmall,05_disaster,43200,0.474,,,,2380.0,0.9362,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D4_MedicalTriage_TwoClasses__TP04_FewLarge,05_disaster,43200,0.474,,,,2380.0,0.6243,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D4_MedicalTriage_TwoClasses__TP05_CriticalTTL,05_disaster,43200,0.4756,,,,2416.0,0.0084,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D4_MedicalTriage_TwoClasses__TP06_OneToMany,05_disaster,43200,0.47759999999999997,,,,2405.0,0.9392,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D4_MedicalTriage_TwoClasses__TP07_BurstWindow,05_disaster,43200,0.47759999999999997,,,,2445.0,1.0,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D4_MedicalTriage_TwoClasses__TP08_HubTarget,05_disaster,43200,0.47759999999999997,,,,2405.0,0.8309,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D4_MedicalTriage_TwoClasses__TP09_Bimodal,05_disaster,43200,0.4756,,,,2416.0,0.6637,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D4_MedicalTriage_TwoClasses__TP10_Storm,05_disaster,43200,0.4756,,,,2398.0,0.5272,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D4_MedicalTriage_TwoClasses__TP11_ManyToOne,05_disaster,43200,0.47759999999999997,,,,2405.0,0.9258,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D4_MedicalTriage_TwoClasses__TP12_GroupToGroup,05_disaster,43200,0.474,,,,2380.0,0.9468,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP01_Baseline,05_disaster,43200,0.5028,39600.0,,,49561.0,0.9729,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP02_LowLoad,05_disaster,43200,0.498,,,,49468.0,0.9684,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP03_ManySmall,05_disaster,43200,0.4936,,,,49859.0,0.9706,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP04_FewLarge,05_disaster,43200,0.4968,,,,49856.0,0.7956,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP05_CriticalTTL,05_disaster,43200,0.5028,39600.0,,,49561.0,0.0522,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP06_OneToMany,05_disaster,43200,0.5068,37200.0,,,49646.0,0.9742,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP07_BurstWindow,05_disaster,43200,0.5115999999999999,35700.0,,,49633.0,1.0,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP08_HubTarget,05_disaster,43200,0.5068,37200.0,,,49646.0,0.899,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP09_Bimodal,05_disaster,43200,0.5012,42600.0,,,49658.0,0.7979,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP10_Storm,05_disaster,43200,0.5012,42900.0,,,49684.0,0.7931,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP11_ManyToOne,05_disaster,43200,0.5068,37200.0,,,49646.0,0.9629,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D5_UAVMule_FastRoute_HelsinkiDisrupted__TP12_GroupToGroup,05_disaster,43200,0.4932,,,,49410.0,0.9877,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D6_ShortTtlCritical_5to10min__TP01_Baseline,05_disaster,14400,0.4244,,,,3665.0,0.9503,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D6_ShortTtlCritical_5to10min__TP02_LowLoad,05_disaster,14400,0.4244,,,,3665.0,0.9688,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D6_ShortTtlCritical_5to10min__TP03_ManySmall,05_disaster,14400,0.4372,,,,3522.0,0.9427,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D6_ShortTtlCritical_5to10min__TP04_FewLarge,05_disaster,14400,0.4244,,,,3665.0,0.8,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D6_ShortTtlCritical_5to10min__TP05_CriticalTTL,05_disaster,14400,0.4244,,,,3665.0,0.1553,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D6_ShortTtlCritical_5to10min__TP06_OneToMany,05_disaster,14400,0.4244,,,,3666.0,0.9508,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D6_ShortTtlCritical_5to10min__TP07_BurstWindow,05_disaster,14400,0.4244,,,,3665.0,1.0,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D6_ShortTtlCritical_5to10min__TP08_HubTarget,05_disaster,14400,0.4244,,,,3666.0,0.9508,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D6_ShortTtlCritical_5to10min__TP09_Bimodal,05_disaster,14400,0.4244,,,,3665.0,0.8177,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D6_ShortTtlCritical_5to10min__TP10_Storm,05_disaster,14400,0.43520000000000003,,,,3667.0,0.6781,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D6_ShortTtlCritical_5to10min__TP11_ManyToOne,05_disaster,14400,0.4244,,,,3666.0,0.9446,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D6_ShortTtlCritical_5to10min__TP12_GroupToGroup,05_disaster,14400,0.4244,,,,3665.0,0.9308,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D7_HighLoad_TrafficStorm__TP01_Baseline,05_disaster,14400,0.44920000000000004,,,,6397.0,0.9565,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D7_HighLoad_TrafficStorm__TP02_LowLoad,05_disaster,14400,0.45039999999999997,,,,6367.0,0.9697,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D7_HighLoad_TrafficStorm__TP03_ManySmall,05_disaster,14400,0.4476,,,,6444.0,0.9542,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D7_HighLoad_TrafficStorm__TP04_FewLarge,05_disaster,14400,0.45039999999999997,,,,6367.0,0.4483,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D7_HighLoad_TrafficStorm__TP05_CriticalTTL,05_disaster,14400,0.44920000000000004,,,,6397.0,0.1242,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D7_HighLoad_TrafficStorm__TP06_OneToMany,05_disaster,14400,0.45520000000000005,,,,6471.0,0.9323,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D7_HighLoad_TrafficStorm__TP07_BurstWindow,05_disaster,14400,0.45039999999999997,,,,6367.0,1.0,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D7_HighLoad_TrafficStorm__TP08_HubTarget,05_disaster,14400,0.45520000000000005,,,,6471.0,0.6585,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D7_HighLoad_TrafficStorm__TP09_Bimodal,05_disaster,14400,0.44799999999999995,,,,6480.0,0.776,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D7_HighLoad_TrafficStorm__TP10_Storm,05_disaster,14400,0.4496,,,,6441.0,0.447,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D7_HighLoad_TrafficStorm__TP11_ManyToOne,05_disaster,14400,0.45520000000000005,,,,6471.0,0.9231,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D7_HighLoad_TrafficStorm__TP12_GroupToGroup,05_disaster,14400,0.4524,,,,6354.0,0.956,720.0,12960.0,"[720,12960]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D8_InfrastructureReturns_BackboneLinks__TP01_Baseline,05_disaster,43200,0.0344,,,,18822.0,0.4918,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D8_InfrastructureReturns_BackboneLinks__TP02_LowLoad,05_disaster,43200,0.0352,,,,18896.0,0.4688,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D8_InfrastructureReturns_BackboneLinks__TP03_ManySmall,05_disaster,43200,0.0344,,,,18780.0,0.4716,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D8_InfrastructureReturns_BackboneLinks__TP04_FewLarge,05_disaster,43200,0.0348,,,,18966.0,0.3911,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D8_InfrastructureReturns_BackboneLinks__TP05_CriticalTTL,05_disaster,43200,0.0344,,,,18822.0,0.1831,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D8_InfrastructureReturns_BackboneLinks__TP06_OneToMany,05_disaster,43200,0.0344,,,,18952.0,0.5082,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D8_InfrastructureReturns_BackboneLinks__TP07_BurstWindow,05_disaster,43200,0.0344,,,,18760.0,0.489,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D8_InfrastructureReturns_BackboneLinks__TP08_HubTarget,05_disaster,43200,0.0344,,,,18952.0,0.4464,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D8_InfrastructureReturns_BackboneLinks__TP09_Bimodal,05_disaster,43200,0.0352,,,,18814.0,0.4021,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D8_InfrastructureReturns_BackboneLinks__TP10_Storm,05_disaster,43200,0.0344,,,,19408.0,0.4238,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D8_InfrastructureReturns_BackboneLinks__TP11_ManyToOne,05_disaster,43200,0.0344,,,,18952.0,0.5072,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D8_InfrastructureReturns_BackboneLinks__TP12_GroupToGroup,05_disaster,43200,0.034,,,,18952.0,0.0,2160.0,38880.0,"[2160,38880]",review_worldSize,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D9_Critical_1minTTL__TP01_Baseline,05_disaster,43200,0.4508,,,,1870.0,0.9281,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D9_Critical_1minTTL__TP02_LowLoad,05_disaster,43200,0.4508,,,,1870.0,0.9474,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D9_Critical_1minTTL__TP03_ManySmall,05_disaster,43200,0.4508,,,,1870.0,0.9302,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D9_Critical_1minTTL__TP04_FewLarge,05_disaster,43200,0.4508,,,,1870.0,0.5889,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D9_Critical_1minTTL__TP05_CriticalTTL,05_disaster,43200,0.4508,,,,1870.0,0.0267,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D9_Critical_1minTTL__TP06_OneToMany,05_disaster,43200,0.4508,,,,1870.0,0.9443,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D9_Critical_1minTTL__TP07_BurstWindow,05_disaster,43200,0.4592,,,,1794.0,1.0,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D9_Critical_1minTTL__TP08_HubTarget,05_disaster,43200,0.4508,,,,1870.0,0.8216,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D9_Critical_1minTTL__TP09_Bimodal,05_disaster,43200,0.4508,,,,1870.0,0.7005,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D9_Critical_1minTTL__TP10_Storm,05_disaster,43200,0.43799999999999994,,,,1772.0,0.5276,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D9_Critical_1minTTL__TP11_ManyToOne,05_disaster,43200,0.4508,,,,1870.0,0.9247,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
D9_Critical_1minTTL__TP12_GroupToGroup,05_disaster,43200,0.4432,,,,1894.0,0.9366,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S1_StrongCommunities_LimitedMixing__TP01_Baseline,06_social,43200,0.20440000000000003,,,,,0.6253,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S1_StrongCommunities_LimitedMixing__TP02_LowLoad,06_social,43200,0.2048,,,,,0.5258,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S1_StrongCommunities_LimitedMixing__TP03_ManySmall,06_social,43200,0.2048,,,,,0.6247,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S1_StrongCommunities_LimitedMixing__TP04_FewLarge,06_social,43200,0.2048,,,,,0.3278,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S1_StrongCommunities_LimitedMixing__TP05_CriticalTTL,06_social,43200,0.20440000000000003,,,,,0.0998,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S1_StrongCommunities_LimitedMixing__TP06_OneToMany,06_social,43200,0.2052,,,,,0.7124,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S1_StrongCommunities_LimitedMixing__TP07_BurstWindow,06_social,43200,0.2052,,,,,0.6485,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S1_StrongCommunities_LimitedMixing__TP08_HubTarget,06_social,43200,0.2052,,,,,0.599,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S1_StrongCommunities_LimitedMixing__TP09_Bimodal,06_social,43200,0.2052,,,,,0.4881,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S1_StrongCommunities_LimitedMixing__TP10_Storm,06_social,43200,0.2048,,,,,0.5253,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S1_StrongCommunities_LimitedMixing__TP11_ManyToOne,06_social,43200,0.2052,,,,,0.7021,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S1_StrongCommunities_LimitedMixing__TP12_GroupToGroup,06_social,43200,0.2048,,,,,0.9652,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S2_WeakCommunities_HighMixing__TP01_Baseline,06_social,43200,0.61,8700.0,,,13234.0,0.856,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S2_WeakCommunities_HighMixing__TP02_LowLoad,06_social,43200,0.6112,8700.0,,,13034.0,0.9688,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S2_WeakCommunities_HighMixing__TP03_ManySmall,06_social,43200,0.6052000000000001,8100.0,,,13155.0,0.9814,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S2_WeakCommunities_HighMixing__TP04_FewLarge,06_social,43200,0.6088,8700.0,,,13028.0,0.4916,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S2_WeakCommunities_HighMixing__TP05_CriticalTTL,06_social,43200,0.61,8700.0,,,13234.0,0.0453,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S2_WeakCommunities_HighMixing__TP06_OneToMany,06_social,43200,0.6103999999999999,8700.0,,,12980.0,0.9196,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S2_WeakCommunities_HighMixing__TP07_BurstWindow,06_social,43200,0.6064,8700.0,,,12913.0,0.978,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S2_WeakCommunities_HighMixing__TP08_HubTarget,06_social,43200,0.6103999999999999,8700.0,,,12980.0,0.7031,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S2_WeakCommunities_HighMixing__TP09_Bimodal,06_social,43200,0.61,8700.0,,,13234.0,0.6357,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S2_WeakCommunities_HighMixing__TP10_Storm,06_social,43200,0.6096,8100.0,,,13056.0,0.6238,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S2_WeakCommunities_HighMixing__TP11_ManyToOne,06_social,43200,0.6103999999999999,8700.0,,,12980.0,0.832,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S2_WeakCommunities_HighMixing__TP12_GroupToGroup,06_social,43200,0.614,8700.0,,,13134.0,0.8487,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S3_PeriodicMeetings_RegularRhythm__TP01_Baseline,06_social,43200,0.5588000000000001,18900.0,,,2816.0,0.9076,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S3_PeriodicMeetings_RegularRhythm__TP02_LowLoad,06_social,43200,0.5588000000000001,18900.0,,,2816.0,0.9479,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S3_PeriodicMeetings_RegularRhythm__TP03_ManySmall,06_social,43200,0.5632,18900.0,,,2815.0,0.9475,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S3_PeriodicMeetings_RegularRhythm__TP04_FewLarge,06_social,43200,0.5588000000000001,18900.0,,,2817.0,0.4751,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S3_PeriodicMeetings_RegularRhythm__TP05_CriticalTTL,06_social,43200,0.5588000000000001,18900.0,,,2816.0,0.0231,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S3_PeriodicMeetings_RegularRhythm__TP06_OneToMany,06_social,43200,0.5628,18900.0,,,2837.0,0.9113,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S3_PeriodicMeetings_RegularRhythm__TP07_BurstWindow,06_social,43200,0.5676,19800.0,,,2813.0,1.0,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S3_PeriodicMeetings_RegularRhythm__TP08_HubTarget,06_social,43200,0.5628,18900.0,,,2837.0,0.7557,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
S3_PeriodicMeetings_RegularRhythm__TP09_Bimodal,06_social,43200,0.5588000000000001,18900.0,,,2816.0,0.6322,2160.0,38880.0,"[2160,38880]",keep_endTime,"Default 5% warmup, 90% cutoff; see useful_simulation_time_metrics"
