map_id,batch_target,source_type,anchor_id,archetype,generator_type,world_size_x,world_size_y,world_area,bbox_width,bbox_height,useful_area,useful_area_ratio,n_nodes,n_edges,total_road_length_m,road_density,avg_edge_length_m,median_edge_length_m,avg_degree,max_degree,dead_end_ratio,intersection_ratio,n_components,largest_component_ratio,bridge_edges_count,bridge_edges_ratio,articulation_points_count,articulation_points_ratio,graph_diameter_approx,avg_shortest_path_approx,circuity_approx,orientation_entropy,gridness_score,corridor_score,radial_score,partition_score,community_score,tree_like_score,supports_map_based,supports_route_movement_candidate,supports_cluster_overlay,supports_wdm_candidate,supports_bus_route_candidate,validation_status,feature_omissions,sampling_seed
OSM_cambridge_haggle_offset_n_1500m_1000m_0382,400,osm,cambridge_haggle,dense_urban_irregular,,1578,1592,2512176.0,1527.46,1541.84,2355100.25,0.9374742261019062,3942,4448,136026.99,0.0017705765838062302,16.0655,9.1871,2.2567,6,0.0916,0.2854,1,1.0,923,0.207509,847,0.214866,3202.8,1014.3,1.3627,5.0796,0.3899,1.4507,0.6078,0.0,0.9299,0.4836,yes,yes,partial,yes,no,PASS,,3920874576
OSM_cambridge_haggle_offset_n_1500m_1000m_0869,1000,osm,cambridge_haggle,dense_urban_irregular,,1578,1592,2512176.0,1527.46,1541.84,2355100.25,0.9374742261019062,3942,4448,136026.99,0.0017705765838062302,16.0655,9.1871,2.2567,6,0.0916,0.2854,1,1.0,923,0.207509,847,0.214866,3202.8,993.05,1.4522,5.0796,0.3899,1.4507,0.6078,0.0,0.9299,0.4836,yes,yes,partial,yes,no,PASS,,1118365499
OSM_cambridge_haggle_offset_n_1500m_1500m_0278,400,osm,cambridge_haggle,dense_urban_irregular,,1571,1577,2477467.0,1520.92,1526.5,2321686.83,0.9371211924970807,4023,4594,141578.54,0.0018543132966049598,16.1031,8.7538,2.2839,5,0.1059,0.3097,1,1.0,942,0.20505,819,0.203579,3635.92,1187.58,1.3957,5.0351,0.4186,1.6062,0.6331,0.0,0.9277,0.4841,yes,yes,partial,yes,no,PASS,,1487378876
OSM_cambridge_haggle_offset_n_1500m_1500m_0739,800,osm,cambridge_haggle,dense_urban_irregular,,1571,1577,2477467.0,1520.92,1526.5,2321686.83,0.9371211924970807,4023,4594,141578.54,0.0018543132966049598,16.1031,8.7538,2.2839,5,0.1059,0.3097,1,1.0,942,0.20505,819,0.203579,3635.92,1085.3,1.4084,5.0351,0.4186,1.6062,0.6331,0.0,0.9277,0.4841,yes,yes,partial,yes,no,PASS,,131920535
OSM_cambridge_haggle_offset_n_1500m_200m_0160,200,osm,cambridge_haggle,dense_urban_irregular,,1592,1560,2483520.0,1541.26,1509.48,2326503.7,0.9367767103851123,4966,5483,145183.16,0.002207753511145471,13.7706,7.65,2.2082,6,0.1178,0.2793,1,1.0,1526,0.278315,1376,0.277084,4011.68,1009.98,1.3904,5.1304,0.3479,1.4967,0.5869,0.0,0.944,0.5061,yes,yes,partial,yes,no,PASS,,3176792615
OSM_cambridge_haggle_offset_n_1500m_200m_0628,800,osm,cambridge_haggle,dense_urban_irregular,,1592,1560,2483520.0,1541.26,1509.48,2326503.7,0.9367767103851123,4966,5483,145183.16,0.002207753511145471,13.7706,7.65,2.2082,6,0.1178,0.2793,1,1.0,1526,0.278315,1376,0.277084,4011.68,1023.3,1.41,5.1304,0.3479,1.4967,0.5869,0.0,0.944,0.5061,yes,yes,partial,yes,no,PASS,,1523643778
OSM_cambridge_haggle_offset_n_1500m_200m_1094,1200,osm,cambridge_haggle,dense_urban_irregular,,1592,1560,2483520.0,1541.26,1509.48,2326503.7,0.9367767103851123,4966,5483,145183.16,0.002207753511145471,13.7706,7.65,2.2082,6,0.1178,0.2793,1,1.0,1526,0.278315,1376,0.277084,4011.68,1071.2,1.388,5.1304,0.3479,1.4967,0.5869,0.0,0.944,0.5061,yes,yes,partial,yes,no,PASS,,1111556256
OSM_cambridge_haggle_offset_n_1500m_500m_0053,100,osm,cambridge_haggle,dense_urban_irregular,,1578,1638,2584764.0,1527.39,1587.69,2425024.0,0.9381993886719092,4711,5271,146824.16,0.0020392577426797957,14.6604,8.2755,2.2377,6,0.1017,0.2821,1,1.0,1281,0.243028,1171,0.248567,3398.55,1068.22,1.3744,5.1404,0.3924,1.3809,0.6171,0.0,0.9382,0.4922,yes,yes,partial,yes,no,PASS,,442369337
OSM_cambridge_haggle_offset_n_1500m_500m_0504,600,osm,cambridge_haggle,dense_urban_irregular,,1578,1638,2584764.0,1527.39,1587.69,2425024.0,0.9381993886719092,4711,5271,146824.16,0.0020392577426797957,14.6604,8.2755,2.2377,6,0.1017,0.2821,1,1.0,1281,0.243028,1171,0.248567,3398.55,1100.44,1.4032,5.1404,0.3924,1.3809,0.6171,0.0,0.9382,0.4922,yes,yes,partial,yes,no,PASS,,3011238674
OSM_cambridge_haggle_offset_n_1500m_500m_0980,1000,osm,cambridge_haggle,dense_urban_irregular,,1578,1638,2584764.0,1527.39,1587.69,2425024.0,0.9381993886719092,4711,5271,146824.16,0.0020392577426797957,14.6604,8.2755,2.2377,6,0.1017,0.2821,1,1.0,1281,0.243028,1171,0.248567,3398.55,948.74,1.4236,5.1404,0.3924,1.3809,0.6171,0.0,0.9382,0.4922,yes,yes,partial,yes,no,PASS,,1174772648
OSM_cambridge_haggle_offset_n_2500m_1000m_0246,400,osm,cambridge_haggle,dense_urban_irregular,,2623,2587,6785701.0,2572.01,2536.77,6524596.65,0.9615213884407572,11716,13143,384481.96,0.0019368669500763444,15.3034,8.5787,2.2436,7,0.1077,0.2896,1,1.0,3125,0.237769,2802,0.23916,7378.11,1661.65,1.3863,5.1223,0.3973,1.3054,0.6275,0.0,0.9526,0.4937,yes,yes,partial,yes,no,PASS,,755823708
OSM_cambridge_haggle_offset_n_2500m_1000m_0712,800,osm,cambridge_haggle,dense_urban_irregular,,2623,2587,6785701.0,2572.01,2536.77,6524596.65,0.9615213884407572,11716,13143,384481.96,0.0019368669500763444,15.3034,8.5787,2.2436,7,0.1077,0.2896,1,1.0,3125,0.237769,2802,0.23916,7378.11,1748.26,1.301,5.1223,0.3973,1.3054,0.6275,0.0,0.9526,0.4937,yes,yes,partial,yes,no,PASS,,3366616711
OSM_cambridge_haggle_offset_n_2500m_1000m_1192,1200,osm,cambridge_haggle,dense_urban_irregular,,2623,2587,6785701.0,2572.01,2536.77,6524596.65,0.9615213884407572,11716,13143,384481.96,0.0019368669500763444,15.3034,8.5787,2.2436,7,0.1077,0.2896,1,1.0,3125,0.237769,2802,0.23916,7378.11,1717.19,1.3767,5.1223,0.3973,1.3054,0.6275,0.0,0.9526,0.4937,yes,yes,partial,yes,no,PASS,,3909165947
OSM_cambridge_haggle_offset_n_2500m_1500m_0136,200,osm,cambridge_haggle,dense_urban_irregular,,2607,2605,6791235.0,2556.65,2554.01,6529729.3,0.9614936457867413,11683,13223,405643.14,0.0019470685376076664,15.8368,9.0602,2.2636,6,0.1026,0.3018,1,1.0,2720,0.205702,2434,0.208337,5871.62,1623.28,1.4261,5.0875,0.3511,1.2678,0.6567,0.0,0.9534,0.4871,yes,yes,partial,yes,no,PASS,,3024326242
OSM_cambridge_haggle_offset_n_2500m_1500m_0595,600,osm,cambridge_haggle,dense_urban_irregular,,2607,2605,6791235.0,2556.65,2554.01,6529729.3,0.9614936457867413,11683,13223,405643.14,0.0019470685376076664,15.8368,9.0602,2.2636,6,0.1026,0.3018,1,1.0,2720,0.205702,2434,0.208337,5871.62,1613.38,1.3322,5.0875,0.3511,1.2678,0.6567,0.0,0.9534,0.4871,yes,yes,partial,yes,no,PASS,,3735228947
OSM_cambridge_haggle_offset_n_2500m_1500m_1069,1200,osm,cambridge_haggle,dense_urban_irregular,,2607,2605,6791235.0,2556.65,2554.01,6529729.3,0.9614936457867413,11683,13223,405643.14,0.0019470685376076664,15.8368,9.0602,2.2636,6,0.1026,0.3018,1,1.0,2720,0.205702,2434,0.208337,5871.62,1590.86,1.4121,5.0875,0.3511,1.2678,0.6567,0.0,0.9534,0.4871,yes,yes,partial,yes,no,PASS,,2165062558
OSM_cambridge_haggle_offset_n_2500m_200m_0026,100,osm,cambridge_haggle,dense_urban_irregular,,2599,2586,6721014.0,2548.53,2535.15,6460906.64,0.9612993868331493,11829,13203,380884.86,0.001964435723538145,15.1289,8.5997,2.2323,7,0.1074,0.285,1,1.0,3214,0.24343,2921,0.246935,5925.66,1649.89,1.2879,5.1426,0.4073,1.2573,0.5895,0.0,0.9547,0.496,yes,yes,partial,yes,no,PASS,,1267040872
OSM_cambridge_haggle_offset_n_2500m_200m_0482,600,osm,cambridge_haggle,dense_urban_irregular,,2599,2586,6721014.0,2548.53,2535.15,6460906.64,0.9612993868331493,11829,13203,380884.86,0.001964435723538145,15.1289,8.5997,2.2323,7,0.1074,0.285,1,1.0,3214,0.24343,2921,0.246935,5925.66,1523.57,1.2633,5.1426,0.4073,1.2573,0.5895,0.0,0.9547,0.496,yes,yes,partial,yes,no,PASS,,2139044549
OSM_cambridge_haggle_offset_n_2500m_200m_0950,1000,osm,cambridge_haggle,dense_urban_irregular,,2599,2586,6721014.0,2548.53,2535.15,6460906.64,0.9612993868331493,11829,13203,380884.86,0.001964435723538145,15.1289,8.5997,2.2323,7,0.1074,0.285,1,1.0,3214,0.24343,2921,0.246935,5925.66,1522.5,1.5228,5.1426,0.4073,1.2573,0.5895,0.0,0.9547,0.496,yes,yes,partial,yes,no,PASS,,2549923773
OSM_cambridge_haggle_offset_n_2500m_500m_0355,400,osm,cambridge_haggle,dense_urban_irregular,,2632,2608,6864256.0,2581.81,2557.37,6602637.62,0.9618868563377971,11977,13343,380063.35,0.0019438377589647007,14.9372,8.454,2.2281,7,0.1078,0.2815,1,1.0,3382,0.253466,3063,0.25574,6151.25,1505.59,1.2915,5.1494,0.3881,1.1555,0.6055,0.0,0.9551,0.4971,yes,yes,partial,yes,no,PASS,,948674068
OSM_cambridge_haggle_offset_n_2500m_500m_0830,1000,osm,cambridge_haggle,dense_urban_irregular,,2632,2608,6864256.0,2581.81,2557.37,6602637.62,0.9618868563377971,11977,13343,380063.35,0.0019438377589647007,14.9372,8.454,2.2281,7,0.1078,0.2815,1,1.0,3382,0.253466,3063,0.25574,6151.25,1667.41,1.3538,5.1494,0.3881,1.1555,0.6055,0.0,0.9551,0.4971,yes,yes,partial,yes,no,PASS,,1620603466
OSM_cambridge_haggle_offset_n_500m_1000m_0221,400,osm,cambridge_haggle,dense_urban_irregular,,542,622,337124.0,491.45,571.53,280875.71,0.8331525147332732,426,484,14802.69,0.0014356735207223454,16.0376,9.8444,2.2723,4,0.0915,0.284,1,1.0,116,0.239669,107,0.251174,1114.8,341.51,1.9315,4.7014,0.3662,1.1448,0.6098,0.0,0.8678,0.4792,yes,yes,partial,yes,no,PASS,,3290513776
OSM_cambridge_haggle_offset_n_500m_1000m_0685,800,osm,cambridge_haggle,dense_urban_irregular,,542,622,337124.0,491.45,571.53,280875.71,0.8331525147332732,426,484,14802.69,0.0014356735207223454,16.0376,9.8444,2.2723,4,0.0915,0.284,1,1.0,116,0.239669,107,0.251174,1114.8,314.95,1.5645,4.7014,0.3662,1.1448,0.6098,0.0,0.8678,0.4792,yes,yes,partial,yes,no,PASS,,912055984
OSM_cambridge_haggle_offset_n_500m_1000m_1158,1200,osm,cambridge_haggle,dense_urban_irregular,,542,622,337124.0,491.45,571.53,280875.71,0.8331525147332732,426,484,14802.69,0.0014356735207223454,16.0376,9.8444,2.2723,4,0.0915,0.284,1,1.0,116,0.239669,107,0.251174,1114.8,367.51,1.5417,4.7014,0.3662,1.1448,0.6098,0.0,0.8678,0.4792,yes,yes,partial,yes,no,PASS,,1040776902
OSM_cambridge_haggle_offset_n_500m_1500m_0112,200,osm,cambridge_haggle,dense_urban_irregular,,368,521,191728.0,317.36,470.52,149323.51,0.7788299502065724,164,181,5411.97,0.0009440457314528915,15.245,6.1585,2.2073,4,0.061,0.2073,1,1.0,26,0.143646,25,0.152439,826.89,196.54,1.4268,4.7044,0.4197,1.5808,0.4117,0.0,0.7845,0.4777,yes,yes,partial,yes,no,PASS,,905864574
OSM_cambridge_haggle_offset_n_500m_1500m_0565,600,osm,cambridge_haggle,dense_urban_irregular,,368,521,191728.0,317.36,470.52,149323.51,0.7788299502065724,164,181,5411.97,0.0009440457314528915,15.245,6.1585,2.2073,4,0.061,0.2073,1,1.0,26,0.143646,25,0.152439,826.89,216.66,1.4527,4.7044,0.4197,1.5808,0.4117,0.0,0.7845,0.4777,yes,yes,partial,yes,no,PASS,,2705393243
OSM_cambridge_haggle_offset_n_500m_1500m_1034,1200,osm,cambridge_haggle,dense_urban_irregular,,368,521,191728.0,317.36,470.52,149323.51,0.7788299502065724,164,181,5411.97,0.0009440457314528915,15.245,6.1585,2.2073,4,0.061,0.2073,1,1.0,26,0.143646,25,0.152439,826.89,231.49,1.3414,4.7044,0.4197,1.5808,0.4117,0.0,0.7845,0.4777,yes,yes,partial,yes,no,PASS,,2056862264
OSM_cambridge_haggle_offset_n_500m_200m_0000,100,osm,cambridge_haggle,dense_urban_irregular,,547,557,304679.0,496.83,506.19,251493.06,0.8254361323861593,676,732,14368.85,0.0024025285628481124,10.6673,6.2818,2.1657,4,0.1435,0.2855,1,1.0,212,0.289617,192,0.284024,1361.85,339.81,1.5826,4.9398,0.5264,1.4044,0.7056,0.0,0.8989,0.5272,yes,yes,partial,yes,no,PASS,,1182073421
OSM_cambridge_haggle_offset_n_500m_200m_0448,600,osm,cambridge_haggle,dense_urban_irregular,,547,557,304679.0,496.83,506.19,251493.06,0.8254361323861593,676,732,14368.85,0.0024025285628481124,10.6673,6.2818,2.1657,4,0.1435,0.2855,1,1.0,212,0.289617,192,0.284024,1361.85,378.51,1.5446,4.9398,0.5264,1.4044,0.7056,0.0,0.8989,0.5272,yes,yes,partial,yes,no,PASS,,1005792762
OSM_cambridge_haggle_offset_n_500m_200m_0916,1000,osm,cambridge_haggle,dense_urban_irregular,,547,557,304679.0,496.83,506.19,251493.06,0.8254361323861593,676,732,14368.85,0.0024025285628481124,10.6673,6.2818,2.1657,4,0.1435,0.2855,1,1.0,212,0.289617,192,0.284024,1361.85,392.77,1.6384,4.9398,0.5264,1.4044,0.7056,0.0,0.8989,0.5272,yes,yes,partial,yes,no,PASS,,2200094879
OSM_cambridge_haggle_offset_n_500m_500m_0328,400,osm,cambridge_haggle,dense_urban_irregular,,565,541,305665.0,514.31,490.72,252385.26,0.8256923688781803,496,532,12472.85,0.0017404675052753833,12.2523,8.1581,2.1452,4,0.1149,0.2379,1,1.0,143,0.268797,137,0.27621,1405.41,325.14,1.5395,4.9348,0.3585,3.1183,0.5463,0.0,0.8947,0.5187,yes,yes,partial,yes,no,PASS,,2412071963
OSM_cambridge_haggle_offset_n_500m_500m_0799,800,osm,cambridge_haggle,dense_urban_irregular,,565,541,305665.0,514.31,490.72,252385.26,0.8256923688781803,496,532,12472.85,0.0017404675052753833,12.2523,8.1581,2.1452,4,0.1149,0.2379,1,1.0,143,0.268797,137,0.27621,1405.41,383.57,1.5072,4.9348,0.3585,3.1183,0.5463,0.0,0.8947,0.5187,yes,yes,partial,yes,no,PASS,,3679596270
OSM_dieselnet_amherst_offset_e_1000m_1000m_0483,600,osm,dieselnet_amherst,bus_route_urban_suburban,,972,1019,990468.0,921.68,968.77,892894.52,0.9014875013083481,335,351,17123.0,0.0003543779304328863,24.602,13.7736,2.0955,4,0.009,0.0925,1,1.0,21,0.059829,24,0.071642,2141.89,826.7,1.4881,4.5405,0.602,1.2831,0.6324,0.0,0.8775,0.48,yes,yes,no,no,yes,PASS,,3794748528
OSM_dieselnet_amherst_offset_e_1000m_1000m_1070,1200,osm,dieselnet_amherst,bus_route_urban_suburban,,972,1019,990468.0,921.68,968.77,892894.52,0.9014875013083481,335,351,17123.0,0.0003543779304328863,24.602,13.7736,2.0955,4,0.009,0.0925,1,1.0,21,0.059829,24,0.071642,2141.89,706.15,1.4904,4.5405,0.602,1.2831,0.6324,0.0,0.8775,0.48,yes,yes,no,no,yes,PASS,,1021261765
OSM_dieselnet_amherst_offset_e_1000m_1500m_0330,400,osm,dieselnet_amherst,bus_route_urban_suburban,,978,852,833256.0,927.38,801.13,742946.35,0.8916183677844923,190,195,9973.47,0.00023402171721535758,25.573,13.3747,2.0526,4,0.0263,0.0737,1,1.0,50,0.25641,49,0.257895,2413.54,694.7,1.5802,3.7788,0.7897,3.0115,0.5736,0.0,0.8667,0.4974,yes,yes,no,no,yes,PASS,,3875265958
OSM_dieselnet_amherst_offset_e_1000m_1500m_0919,1000,osm,dieselnet_amherst,bus_route_urban_suburban,,978,852,833256.0,927.38,801.13,742946.35,0.8916183677844923,190,195,9973.47,0.00023402171721535758,25.573,13.3747,2.0526,4,0.0263,0.0737,1,1.0,50,0.25641,49,0.257895,2413.54,703.73,1.7294,3.7788,0.7897,3.0115,0.5736,0.0,0.8667,0.4974,yes,yes,no,no,yes,PASS,,1452578403
OSM_dieselnet_amherst_offset_e_1000m_200m_0192,200,osm,dieselnet_amherst,bus_route_urban_suburban,,1028,1051,1080428.0,977.95,1000.68,978611.82,0.9057631037195053,459,481,17389.93,0.0004451939416601569,20.7517,11.2765,2.0959,4,0.0174,0.1068,1,1.0,40,0.08316,40,0.087146,3041.51,658.38,1.5854,4.6346,0.543,1.769,0.5442,0.0,0.8919,0.4844,yes,yes,no,no,yes,PASS,,3283233800
OSM_dieselnet_amherst_offset_e_1000m_200m_0774,800,osm,dieselnet_amherst,bus_route_urban_suburban,,1028,1051,1080428.0,977.95,1000.68,978611.82,0.9057631037195053,459,481,17389.93,0.0004451939416601569,20.7517,11.2765,2.0959,4,0.0174,0.1068,1,1.0,40,0.08316,40,0.087146,3041.51,623.53,1.4145,4.6346,0.543,1.769,0.5442,0.0,0.8919,0.4844,yes,yes,no,no,yes,PASS,,1570527080
OSM_dieselnet_amherst_offset_e_1000m_500m_0054,100,osm,dieselnet_amherst,bus_route_urban_suburban,,1048,1051,1101448.0,997.89,1000.68,998566.33,0.9065941642613589,492,515,18266.29,0.00046756633086627783,20.1615,11.5661,2.0935,4,0.0183,0.1037,1,1.0,78,0.151456,79,0.160569,3151.73,597.03,1.4654,4.7647,0.5199,2.2889,0.5446,0.0,0.901,0.4854,yes,yes,no,no,yes,PASS,,1674606801
OSM_dieselnet_amherst_offset_e_1000m_500m_0632,800,osm,dieselnet_amherst,bus_route_urban_suburban,,1048,1051,1101448.0,997.89,1000.68,998566.33,0.9065941642613589,492,515,18266.29,0.00046756633086627783,20.1615,11.5661,2.0935,4,0.0183,0.1037,1,1.0,78,0.151456,79,0.160569,3151.73,649.47,1.4154,4.7647,0.5199,2.2889,0.5446,0.0,0.901,0.4854,yes,yes,no,no,yes,PASS,,324096269
OSM_dieselnet_amherst_offset_e_1500m_1000m_0113,200,osm,dieselnet_amherst,bus_route_urban_suburban,,1562,1406,2196172.0,1511.62,1355.99,2049750.23,0.9333286434922515,834,874,31787.27,0.0003979651866975811,19.5734,10.7358,2.0959,4,0.0144,0.0947,1,1.0,152,0.173913,153,0.183453,3488.46,779.86,1.3498,4.6833,0.6367,1.0471,0.6603,0.0,0.9108,0.4834,yes,yes,no,no,yes,PASS,,3544568745
OSM_dieselnet_amherst_offset_e_1500m_1000m_0688,800,osm,dieselnet_amherst,bus_route_urban_suburban,,1562,1406,2196172.0,1511.62,1355.99,2049750.23,0.9333286434922515,834,874,31787.27,0.0003979651866975811,19.5734,10.7358,2.0959,4,0.0144,0.0947,1,1.0,152,0.173913,153,0.183453,3488.46,932.31,1.5019,4.6833,0.6367,1.0471,0.6603,0.0,0.9108,0.4834,yes,yes,no,no,yes,PASS,,38536723
OSM_dieselnet_amherst_offset_e_1500m_1500m_0537,600,osm,dieselnet_amherst,bus_route_urban_suburban,,1379,1406,1938874.0,1328.03,1355.34,1799924.52,0.9283349608204613,489,503,20882.57,0.0002594289262737032,21.0722,10.0179,2.0573,4,0.0204,0.0654,1,1.0,181,0.359841,182,0.372188,3003.17,1241.32,1.8805,4.6157,0.6589,1.3337,0.6299,0.0,0.8986,0.495,yes,yes,no,no,yes,PASS,,2849456178
OSM_dieselnet_amherst_offset_e_1500m_1500m_1127,1200,osm,dieselnet_amherst,bus_route_urban_suburban,,1379,1406,1938874.0,1328.03,1355.34,1799924.52,0.9283349608204613,489,503,20882.57,0.0002594289262737032,21.0722,10.0179,2.0573,4,0.0204,0.0654,1,1.0,181,0.359841,182,0.372188,3003.17,1222.0,1.8693,4.6157,0.6589,1.3337,0.6299,0.0,0.8986,0.495,yes,yes,no,no,yes,PASS,,3436281987
OSM_dieselnet_amherst_offset_e_1500m_200m_0385,400,osm,dieselnet_amherst,bus_route_urban_suburban,,1546,1519,2348374.0,1495.02,1468.78,2195852.42,0.9350522624483383,896,948,33726.47,0.00040368356999353594,21.2116,11.5507,2.1161,4,0.0145,0.1127,1,1.0,96,0.101266,96,0.107143,4223.9,974.85,1.3822,4.7362,0.522,1.9559,0.572,0.0,0.9135,0.4789,yes,yes,no,no,yes,PASS,,1525356873
OSM_dieselnet_amherst_offset_e_1500m_200m_0982,1000,osm,dieselnet_amherst,bus_route_urban_suburban,,1546,1519,2348374.0,1495.02,1468.78,2195852.42,0.9350522624483383,896,948,33726.47,0.00040368356999353594,21.2116,11.5507,2.1161,4,0.0145,0.1127,1,1.0,96,0.101266,96,0.107143,4223.9,879.78,1.3782,4.7362,0.522,1.9559,0.572,0.0,0.9135,0.4789,yes,yes,no,no,yes,PASS,,2027379451
OSM_dieselnet_amherst_offset_e_1500m_500m_0249,400,osm,dieselnet_amherst,bus_route_urban_suburban,,1534,1519,2330146.0,1483.65,1468.78,2179152.57,0.9352000111877691,928,980,36489.13,0.0004205745047735206,21.2765,11.2268,2.1121,4,0.0151,0.1099,1,1.0,89,0.090816,89,0.095905,4043.47,854.33,1.3448,4.7671,0.558,1.7071,0.5403,0.0,0.9092,0.4801,yes,yes,no,no,yes,PASS,,2739413401
OSM_dieselnet_amherst_offset_e_1500m_500m_0833,1000,osm,dieselnet_amherst,bus_route_urban_suburban,,1534,1519,2330146.0,1483.65,1468.78,2179152.57,0.9352000111877691,928,980,36489.13,0.0004205745047735206,21.2765,11.2268,2.1121,4,0.0151,0.1099,1,1.0,89,0.090816,89,0.095905,4043.47,843.92,1.5353,4.7671,0.558,1.7071,0.5403,0.0,0.9092,0.4801,yes,yes,no,no,yes,PASS,,530815232
