feature_set,threshold,policy,shuffle_seed,manifest_scenarios,duplicates_removed,unique_vectors,selected,retention_manifest_pct,retention_unique_pct,max_abs_r,pairs_above_threshold,elapsed_s,out_dir
full46,0.7,strict,51,100800,23040,77760,151,0.1498015873015873,0.19418724279835392,0.6996981649990766,0,10.716148614883423,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_051
full46,0.7,strict,52,100800,23040,77760,154,0.1527777777777778,0.19804526748971193,0.6999588887384598,0,10.585994243621826,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_052
full46,0.7,strict,53,100800,23040,77760,151,0.1498015873015873,0.19418724279835392,0.6999948605320888,0,10.880610466003418,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_053
full46,0.7,strict,54,100800,23040,77760,153,0.15178571428571427,0.19675925925925927,0.6999394944909996,0,10.846469402313232,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_054
full46,0.7,strict,55,100800,23040,77760,151,0.1498015873015873,0.19418724279835392,0.6996155119986637,0,10.494371891021729,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_055
full46,0.7,strict,56,100800,23040,77760,150,0.1488095238095238,0.19290123456790123,0.6997939903868242,0,9.999392747879028,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_056
full46,0.7,strict,57,100800,23040,77760,148,0.14682539682539683,0.19032921810699588,0.6999868092922191,0,9.8261559009552,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_057
full46,0.7,strict,58,100800,23040,77760,146,0.14484126984126985,0.18775720164609053,0.6997373862713803,0,9.92166018486023,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_058
full46,0.7,strict,59,100800,23040,77760,158,0.15674603174603174,0.20318930041152264,0.69987815296716,0,10.580411911010742,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_059
full46,0.7,strict,60,100800,23040,77760,151,0.1498015873015873,0.19418724279835392,0.6997897785112314,0,10.077864408493042,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_060
